month,hour,freq,latitude,longitude,Fam5,Fam10,Fam20,Fam30,Fam40,Fam50,Fam60,Fam70,Fam80,Fam90,Fam100
4, 4, 0.0100, -40.0157, -105.2793, 140.6076, 142.1298, 145.1740, 148.2182, 151.2625, 154.3067, 157.3509, 160.3952, 163.4394, 166.4836, 169.5279
4, 4, 0.0150, -40.0157, -105.2793, 133.5781, 135.1386, 138.2596, 141.3806, 144.5016, 147.6226, 150.7436, 153.8646, 156.9856, 160.1066, 163.2276
4, 4, 0.0200, -40.0157, -105.2793, 127.6563, 129.2887, 132.5536, 135.8184, 139.0833, 142.3482, 145.6130, 148.8779, 152.1428, 155.4076, 158.6725
4, 4, 0.0250, -40.0157, -105.2793, 122.4955, 124.2120, 127.6451, 131.0782, 134.5113, 137.9443, 141.3774, 144.8105, 148.2436, 151.6767, 155.1097
4, 4, 0.0300, -40.0157, -105.2793, 117.9000, 119.7047, 123.3142, 126.9236, 130.5330, 134.1425, 137.7519, 141.3613, 144.9708, 148.5802, 152.1897
4, 4, 0.0350, -40.0157, -105.2793, 113.7460, 115.6393, 119.4261, 123.2129, 126.9996, 130.7864, 134.5732, 138.3599, 142.1467, 145.9334, 149.7202
4, 4, 0.0400, -40.0157, -105.2793, 109.9489, 111.9297, 115.8914, 119.8530, 123.8146, 127.7762, 131.7378, 135.6995, 139.6611, 143.6227, 147.5843
4, 4, 0.0500, -40.0157, -105.2793, 103.1987, 105.3477, 109.6457, 113.9437, 118.2417, 122.5397, 126.8377, 131.1357, 135.4337, 139.7317, 144.0297
4, 4, 0.0600, -40.0157, -105.2793, 97.3198, 99.6265, 104.2398, 108.8532, 113.4666, 118.0799, 122.6933, 127.3066, 131.9200, 136.5333, 141.1467
4, 4, 0.0700, -40.0157, -105.2793, 92.1090, 94.5627, 99.4701, 104.3775, 109.2849, 114.1922, 119.0996, 124.0070, 128.9143, 133.8217, 138.7291
4, 4, 0.0800, -40.0157, -105.2793, 87.4303, 90.0209, 95.2022, 100.3835, 105.5648, 110.7461, 115.9274, 121.1086, 126.2899, 131.4712, 136.6525
4, 4, 0.0900, -40.0157, -105.2793, 83.1872, 85.9056, 91.3423, 96.7790, 102.2157, 107.6524, 113.0891, 118.5259, 123.9626, 129.3993, 134.8360
4, 4, 0.1000, -40.0157, -105.2793, 79.3087, 82.1464, 87.8217, 93.4970, 99.1723, 104.8476, 110.5229, 116.1982, 121.8735, 127.5488, 133.2241
4, 4, 0.1500, -40.0157, -105.2793, 63.8355, 67.1675, 73.8316, 80.4957, 87.1597, 93.8238, 100.4879, 107.1519, 113.8160, 120.4801, 127.1441
4, 4, 0.2000, -40.0157, -105.2793, 52.6168, 56.3185, 63.7220, 71.1255, 78.5290, 85.9325, 93.3360, 100.7395, 108.1429, 115.5464, 122.9499
4, 4, 0.2500, -40.0157, -105.2793, 44.0126, 47.9992, 55.9722, 63.9453, 71.9184, 79.8914, 87.8645, 95.8376, 103.8106, 111.7837, 119.7568
4, 4, 0.3000, -40.0157, -105.2793, 37.1856, 41.3957, 49.8159, 58.2361, 66.6563, 75.0765, 83.4967, 91.9168, 100.3370, 108.7572, 117.1774
4, 4, 0.3500, -40.0157, -105.2793, 31.6445, 36.0321, 44.8074, 53.5827, 62.3580, 71.1332, 79.9085, 88.6838, 97.4590, 106.2343, 115.0096
4, 4, 0.4000, -40.0157, -105.2793, 27.0745, 31.6040, 40.6630, 49.7220, 58.7811, 67.8401, 76.8991, 85.9582, 95.0172, 104.0762, 113.1353
4, 4, 0.5000, -40.0157, -105.2793, 20.0515, 24.7853, 34.2529, 43.7205, 53.1881, 62.6558, 72.1234, 81.5910, 91.0586, 100.5262, 109.9938
4, 4, 0.6000, -40.0157, -105.2793, 15.0194, 19.8815, 29.6058, 39.3300, 49.0543, 58.7785, 68.5028, 78.2271, 87.9513, 97.6756, 107.3998
4, 4, 0.7000, -40.0157, -105.2793, 11.3557, 16.2935, 26.1689, 36.0444, 45.9198, 55.7953, 65.6707, 75.5462, 85.4217, 95.2971, 105.1726
4, 4, 0.8000, -40.0157, -105.2793, 8.6741, 13.6496, 23.6005, 33.5515, 43.5024, 53.4534, 63.4044, 73.3553, 83.3063, 93.2572, 103.2082
4, 4, 0.9000, -40.0157, -105.2793, 6.7191, 11.7045, 21.6753, 31.6461, 41.6169, 51.5878, 61.5586, 71.5294, 81.5002, 91.4710, 101.4418
4, 4, 1.0000, -40.0157, -105.2793, 5.3140, 10.2885, 20.2376, 30.1867, 40.1359, 50.0850, 60.0341, 69.9832, 79.9323, 89.8814, 99.8305
4, 4, 1.5000, -40.0157, -105.2793, 3.0721, 7.8206, 17.3174, 26.8143, 36.3111, 45.8080, 55.3049, 64.8017, 74.2986, 83.7954, 93.2923
4, 4, 2.0000, -40.0157, -105.2793, 4.4194, 8.8328, 17.6596, 26.4865, 35.3133, 44.1401, 52.9669, 61.7937, 70.6205, 79.4473, 88.2742
4, 4, 2.5000, -40.0157, -105.2793, 6.8069, 10.8778, 19.0195, 27.1613, 35.3030, 43.4448, 51.5866, 59.7283, 67.8701, 76.0118, 84.1536
4, 4, 3.0000, -40.0157, -105.2793, 9.2939, 13.0495, 20.5606, 28.0717, 35.5829, 43.0940, 50.6051, 58.1162, 65.6273, 73.1384, 80.6495
4, 4, 3.5000, -40.0157, -105.2793, 11.5025, 14.9815, 21.9396, 28.8977, 35.8557, 42.8138, 49.7719, 56.7300, 63.6880, 70.6461, 77.6042
4, 4, 4.0000, -40.0157, -105.2793, 13.2858, 16.5295, 23.0169, 29.5044, 35.9918, 42.4792, 48.9666, 55.4541, 61.9415, 68.4289, 74.9163
4, 4, 5.0000, -40.0157, -105.2793, 15.4550, 18.3442, 24.1225, 29.9009, 35.6793, 41.4576, 47.2360, 53.0144, 58.7927, 64.5711, 70.3495
4, 4, 6.0000, -40.0157, -105.2793, 15.9025, 18.5692, 23.9026, 29.2360, 34.5694, 39.9028, 45.2361, 50.5695, 55.9029, 61.2363, 66.5697
4, 4, 7.0000, -40.0157, -105.2793, 14.9411, 17.4885, 22.5834, 27.6783, 32.7732, 37.8681, 42.9630, 48.0579, 53.1528, 58.2477, 63.3426
