month,hour,freq,latitude,longitude,Fam5,Fam10,Fam20,Fam30,Fam40,Fam50,Fam60,Fam70,Fam80,Fam90,Fam100
4, 4, 0.0100, 40.0157, -105.2793, 143.8788, 145.3195, 148.2010, 151.0825, 153.9640, 156.8454, 159.7269, 162.6084, 165.4899, 168.3714, 171.2529
4, 4, 0.0150, 40.0157, -105.2793, 131.3742, 133.2956, 137.1384, 140.9812, 144.8240, 148.6667, 152.5095, 156.3523, 160.1951, 164.0378, 167.8806
4, 4, 0.0200, 40.0157, -105.2793, 122.1191, 124.3813, 128.9056, 133.4300, 137.9544, 142.4787, 147.0031, 151.5274, 156.0518, 160.5762, 165.1005
4, 4, 0.0250, 40.0157, -105.2793, 114.7477, 117.2719, 122.3202, 127.3686, 132.4170, 137.4653, 142.5137, 147.5621, 152.6105, 157.6588, 162.7072
4, 4, 0.0300, 40.0157, -105.2793, 108.6162, 111.3517, 116.8229, 122.2940, 127.7652, 133.2363, 138.7074, 144.1786, 149.6497, 155.1209, 160.5920
4, 4, 0.0350, 40.0157, -105.2793, 103.3666, 106.2783, 112.1017, 117.9251, 123.7486, 129.5720, 135.3954, 141.2188, 147.0422, 152.8657, 158.6891
4, 4, 0.0400, 40.0157, -105.2793, 98.7783, 101.8403, 107.9641, 114.0880, 120.2118, 126.3356, 132.4595, 138.5833, 144.7072, 150.8310, 156.9549
4, 4, 0.0500, 40.0157, -105.2793, 91.0454, 94.3524, 100.9664, 107.5804, 114.1944, 120.8084, 127.4224, 134.0364, 140.6504, 147.2644, 153.8784
4, 4, 0.0600, 40.0157, -105.2793, 84.6871, 88.1878, 95.1892, 102.1905, 109.1919, 116.1933, 123.1947, 130.1960, 137.1974, 144.1988, 151.2001
4, 4, 0.0700, 40.0157, -105.2793, 79.3001, 82.9592, 90.2774, 97.5955, 104.9137, 112.2318, 119.5500, 126.8682, 134.1863, 141.5045, 148.8226
4, 4, 0.0800, 40.0157, -105.2793, 74.6370, 78.4288, 86.0125, 93.5962, 101.1799, 108.7635, 116.3472, 123.9309, 131.5146, 139.0983, 146.6819
4, 4, 0.0900, 40.0157, -105.2793, 70.5347, 74.4399, 82.2503, 90.0607, 97.8711, 105.6815, 113.4919, 121.3023, 129.1126, 136.9230, 144.7334
4, 4, 0.1000, 40.0157, -105.2793, 66.8800, 70.8834, 78.8902, 86.8970, 94.9038, 102.9106, 110.9174, 118.9242, 126.9310, 134.9378, 142.9446
4, 4, 0.1500, 40.0157, -105.2793, 53.0537, 57.4035, 66.1029, 74.8024, 83.5019, 92.2013, 100.9008, 109.6002, 118.2997, 126.9991, 135.6986
4, 4, 0.2000, 40.0157, -105.2793, 43.6197, 48.1806, 57.3023, 66.4240, 75.5458, 84.6675, 93.7893, 102.9110, 112.0328, 121.1545, 130.2762
4, 4, 0.2500, 40.0157, -105.2793, 36.6253, 41.3274, 50.7315, 60.1357, 69.5399, 78.9440, 88.3482, 97.7524, 107.1566, 116.5607, 125.9649
4, 4, 0.3000, 40.0157, -105.2793, 31.1801, 35.9815, 45.5842, 55.1870, 64.7898, 74.3925, 83.9953, 93.5981, 103.2008, 112.8036, 122.4064
4, 4, 0.3500, 40.0157, -105.2793, 26.8026, 31.6757, 41.4221, 51.1684, 60.9147, 70.6610, 80.4073, 90.1537, 99.9000, 109.6463, 119.3926
4, 4, 0.4000, 40.0157, -105.2793, 23.2030, 28.1287, 37.9801, 47.8315, 57.6829, 67.5343, 77.3857, 87.2371, 97.0885, 106.9399, 116.7913
4, 4, 0.5000, 40.0157, -105.2793, 17.6454, 22.6374, 32.6213, 42.6053, 52.5892, 62.5731, 72.5571, 82.5410, 92.5249, 102.5089, 112.4928
4, 4, 0.6000, 40.0157, -105.2793, 13.5910, 18.6153, 28.6639, 38.7126, 48.7612, 58.8098, 68.8585, 78.9071, 88.9557, 99.0043, 109.0530
4, 4, 0.7000, 40.0157, -105.2793, 10.5509, 15.5858, 25.6554, 35.7251, 45.7948, 55.8645, 65.9342, 76.0039, 86.0735, 96.1432, 106.2129
4, 4, 0.8000, 40.0157, -105.2793, 8.2345, 13.2649, 23.3257, 33.3865, 43.4472, 53.5080, 63.5688, 73.6296, 83.6903, 93.7511, 103.8119
4, 4, 0.9000, 40.0157, -105.2793, 6.4556, 11.4707, 21.5010, 31.5313, 41.5616, 51.5919, 61.6222, 71.6525, 81.6828, 91.7131, 101.7434
4, 4, 1.0000, 40.0157, -105.2793, 5.0880, 10.0798, 20.0636, 30.0474, 40.0311, 50.0149, 59.9986, 69.9824, 79.9661, 89.9499, 99.9337
4, 4, 1.5000, 40.0157, -105.2793, 1.9939, 6.7997, 16.4111, 26.0225, 35.6339, 45.2454, 54.8568, 64.4682, 74.0796, 83.6911, 93.3025
4, 4, 2.0000, 40.0157, -105.2793, 2.0778, 6.6428, 15.7726, 24.9025, 34.0324, 43.1623, 52.2922, 61.4220, 70.5519, 79.6818, 88.8117
4, 4, 2.5000, 40.0157, -105.2793, 3.4978, 7.8039, 16.4163, 25.0286, 33.6409, 42.2532, 50.8655, 59.4779, 68.0902, 76.7025, 85.3148
4, 4, 3.0000, 40.0157, -105.2793, 5.4953, 9.5402, 17.6298, 25.7195, 33.8091, 41.8988, 49.9884, 58.0781, 66.1678, 74.2574, 82.3471
4, 4, 3.5000, 40.0157, -105.2793, 7.7014, 11.4902, 19.0680, 26.6458, 34.2235, 41.8013, 49.3791, 56.9568, 64.5346, 72.1124, 79.6901
4, 4, 4.0000, 40.0157, -105.2793, 9.9181, 13.4609, 20.5466, 27.6323, 34.7180, 41.8037, 48.8894, 55.9752, 63.0609, 70.1466, 77.2323
4, 4, 5.0000, 40.0157, -105.2793, 13.9827, 17.0731, 23.2538, 29.4345, 35.6152, 41.7959, 47.9766, 54.1573, 60.3380, 66.5187, 72.6994
4, 4, 6.0000, 40.0157, -105.2793, 17.2480, 19.9465, 25.3435, 30.7406, 36.1376, 41.5346, 46.9316, 52.3286, 57.7256, 63.1227, 68.5197
