month,hour,freq,latitude,longitude,Fam5,Fam10,Fam20,Fam30,Fam40,Fam50,Fam60,Fam70,Fam80,Fam90,Fam100
10, 16, 0.0100, -40.0157, -105.2793, 141.6719, 143.2532, 146.4157, 149.5783, 152.7408, 155.9034, 159.0659, 162.2285, 165.3910, 168.5536, 171.7161
10, 16, 0.0150, -40.0157, -105.2793, 127.1287, 129.2966, 133.6323, 137.9680, 142.3037, 146.6394, 150.9751, 155.3108, 159.6466, 163.9823, 168.3180
10, 16, 0.0200, -40.0157, -105.2793, 116.6501, 119.2259, 124.3775, 129.5290, 134.6806, 139.8322, 144.9837, 150.1353, 155.2869, 160.4384, 165.5900
10, 16, 0.0250, -40.0157, -105.2793, 108.4821, 111.3661, 117.1342, 122.9024, 128.6705, 134.4386, 140.2067, 145.9748, 151.7430, 157.5111, 163.2792
10, 16, 0.0300, -40.0157, -105.2793, 101.8099, 104.9388, 111.1966, 117.4543, 123.7121, 129.9699, 136.2276, 142.4854, 148.7432, 155.0009, 161.2587
10, 16, 0.0350, -40.0157, -105.2793, 96.1866, 99.5164, 106.1762, 112.8360, 119.4958, 126.1555, 132.8153, 139.4751, 146.1348, 152.7946, 159.4544
10, 16, 0.0400, -40.0157, -105.2793, 91.3395, 94.8384, 101.8362, 108.8340, 115.8318, 122.8296, 129.8274, 136.8252, 143.8230, 150.8208, 157.8186
10, 16, 0.0500, -40.0157, -105.2793, 83.3147, 87.0840, 94.6226, 102.1612, 109.6998, 117.2384, 124.7769, 132.3155, 139.8541, 147.3927, 154.9312
10, 16, 0.0600, -40.0157, -105.2793, 76.8531, 80.8307, 88.7858, 96.7410, 104.6961, 112.6513, 120.6064, 128.5616, 136.5167, 144.4719, 152.4270
10, 16, 0.0700, -40.0157, -105.2793, 71.4753, 75.6191, 83.9066, 92.1942, 100.4817, 108.7693, 117.0569, 125.3444, 133.6320, 141.9195, 150.2071
10, 16, 0.0800, -40.0157, -105.2793, 66.8917, 71.1715, 79.7311, 88.2907, 96.8504, 105.4100, 113.9696, 122.5292, 131.0888, 139.6484, 148.2080
10, 16, 0.0900, -40.0157, -105.2793, 62.9142, 67.3075, 76.0940, 84.8806, 93.6671, 102.4537, 111.2402, 120.0267, 128.8133, 137.5998, 146.3863
10, 16, 0.1000, -40.0157, -105.2793, 59.4137, 63.9030, 72.8816, 81.8603, 90.8389, 99.8176, 108.7963, 117.7749, 126.7536, 135.7322, 144.7109
10, 16, 0.1500, -40.0157, -105.2793, 46.5301, 51.3375, 60.9521, 70.5668, 80.1815, 89.7962, 99.4109, 109.0256, 118.6403, 128.2550, 137.8697
10, 16, 0.2000, -40.0157, -105.2793, 38.0528, 43.0321, 52.9907, 62.9493, 72.9079, 82.8665, 92.8251, 102.7837, 112.7423, 122.7009, 132.6595
10, 16, 0.2500, -40.0157, -105.2793, 31.9187, 36.9985, 47.1582, 57.3179, 67.4775, 77.6372, 87.7969, 97.9566, 108.1163, 118.2760, 128.4356
10, 16, 0.3000, -40.0157, -105.2793, 27.2229, 32.3628, 42.6424, 52.9221, 63.2017, 73.4814, 83.7611, 94.0407, 104.3204, 114.6001, 124.8797
10, 16, 0.3500, -40.0157, -105.2793, 23.4918, 28.6663, 39.0155, 49.3647, 59.7138, 70.0630, 80.4122, 90.7613, 101.1105, 111.4596, 121.8088
10, 16, 0.4000, -40.0157, -105.2793, 20.4478, 25.6404, 36.0256, 46.4108, 56.7960, 67.1812, 77.5664, 87.9516, 98.3368, 108.7220, 119.1072
10, 16, 0.5000, -40.0157, -105.2793, 15.7779, 20.9750, 31.3691, 41.7631, 52.1572, 62.5513, 72.9454, 83.3394, 93.7335, 104.1276, 114.5217
10, 16, 0.6000, -40.0157, -105.2793, 12.3790, 17.5551, 27.9072, 38.2594, 48.6115, 58.9637, 69.3158, 79.6680, 90.0202, 100.3723, 110.7245
10, 16, 0.7000, -40.0157, -105.2793, 9.8221, 14.9625, 25.2433, 35.5241, 45.8049, 56.0857, 66.3665, 76.6473, 86.9281, 97.2089, 107.4897
10, 16, 0.8000, -40.0157, -105.2793, 7.8595, 12.9551, 23.1463, 33.3376, 43.5289, 53.7201, 63.9114, 74.1026, 84.2939, 94.4851, 104.6764
10, 16, 0.9000, -40.0157, -105.2793, 6.3361, 11.3810, 21.4710, 31.5609, 41.6509, 51.7408, 61.8307, 71.9207, 82.0106, 92.1005, 102.1905
