month,hour,freq,latitude,longitude,FaA,DuA,DlA,sigmaFaA,sigmaDuA,sigmaDlA
1, 0, 0.0100, -40.0157, -105.2793, 156.4608, 5.3193, 3.8295, 3.0304, 1.5338, 1.6317
1, 0, 0.0150, -40.0157, -105.2793, 150.2317, 4.7783, 4.1511, 3.1025, 1.3164, 1.5292
1, 0, 0.0200, -40.0157, -105.2793, 145.3550, 4.8048, 4.5664, 3.2784, 1.3041, 1.5521
1, 0, 0.0250, -40.0157, -105.2793, 141.3054, 5.0051, 4.9653, 3.4657, 1.3564, 1.6121
1, 0, 0.0300, -40.0157, -105.2793, 137.8234, 5.2605, 5.3274, 3.6426, 1.4306, 1.6826
1, 0, 0.0350, -40.0157, -105.2793, 134.7594, 5.5277, 5.6518, 3.8042, 1.5109, 1.7544
1, 0, 0.0400, -40.0157, -105.2793, 132.0181, 5.7894, 5.9420, 3.9502, 1.5907, 1.8238
1, 0, 0.0500, -40.0157, -105.2793, 127.2632, 6.2732, 6.4370, 4.2008, 1.7397, 1.9510
1, 0, 0.0600, -40.0157, -105.2793, 123.2256, 6.6968, 6.8427, 4.4066, 1.8710, 2.0618
1, 0, 0.0700, -40.0157, -105.2793, 119.7136, 7.0648, 7.1810, 4.5778, 1.9853, 2.1579
1, 0, 0.0800, -40.0157, -105.2793, 116.6055, 7.3849, 7.4672, 4.7220, 2.0847, 2.2417
1, 0, 0.0900, -40.0157, -105.2793, 113.8188, 7.6648, 7.7124, 4.8448, 2.1715, 2.3151
1, 0, 0.1000, -40.0157, -105.2793, 111.2944, 7.9109, 7.9248, 4.9503, 2.2477, 2.3798
1, 0, 0.1500, -40.0157, -105.2793, 101.3860, 8.7875, 8.6616, 5.3085, 2.5171, 2.6126
1, 0, 0.2000, -40.0157, -105.2793, 94.2935, 9.3072, 9.0875, 5.5055, 2.6745, 2.7537
1, 0, 0.2500, -40.0157, -105.2793, 88.8544, 9.6333, 9.3517, 5.6204, 2.7714, 2.8449
1, 0, 0.3000, -40.0157, -105.2793, 84.5066, 9.8429, 9.5207, 5.6879, 2.8324, 2.9057
1, 0, 0.3500, -40.0157, -105.2793, 80.9327, 9.9772, 9.6289, 5.7259, 2.8702, 2.9466
1, 0, 0.4000, -40.0157, -105.2793, 77.9351, 10.0604, 9.6959, 5.7445, 2.8926, 2.9739
1, 0, 0.5000, -40.0157, -105.2793, 73.1808, 10.1286, 9.7515, 5.7461, 2.9080, 3.0021
1, 0, 0.6000, -40.0157, -105.2793, 69.5829, 10.1176, 9.7436, 5.7203, 2.9004, 3.0083
1, 0, 0.7000, -40.0157, -105.2793, 66.7762, 10.0614, 9.6992, 5.6803, 2.8800, 3.0017
1, 0, 0.8000, -40.0157, -105.2793, 64.5378, 9.9786, 9.6331, 5.6326, 2.8524, 2.9872
1, 0, 0.9000, -40.0157, -105.2793, 62.7223, 9.8799, 9.5537, 5.5812, 2.8208, 2.9676
1, 0, 1.0000, -40.0157, -105.2793, 61.2300, 9.7716, 9.4661, 5.5281, 2.7870, 2.9449
1, 0, 1.5000, -40.0157, -105.2793, 56.6754, 9.1930, 8.9892, 5.2696, 2.6150, 2.8131
1, 0, 2.0000, -40.0157, -105.2793, 54.5113, 8.6474, 8.5264, 5.0464, 2.4620, 2.6806
1, 0, 2.5000, -40.0157, -105.2793, 53.2887, 8.1649, 8.1050, 4.8603, 2.3335, 2.5589
1, 0, 3.0000, -40.0157, -105.2793, 52.4440, 7.7431, 7.7257, 4.7056, 2.2267, 2.4492
1, 0, 3.5000, -40.0157, -105.2793, 51.7260, 7.3742, 7.3841, 4.5764, 2.1382, 2.3508
1, 0, 4.0000, -40.0157, -105.2793, 51.0155, 7.0505, 7.0751, 4.4681, 2.0648, 2.2622
1, 0, 5.0000, -40.0157, -105.2793, 49.4205, 6.5130, 6.5380, 4.3008, 1.9540, 2.1096
1, 0, 6.0000, -40.0157, -105.2793, 47.4976, 6.0899, 6.0863, 4.1829, 1.8796, 1.9835
1, 0, 7.0000, -40.0157, -105.2793, 45.2568, 5.7536, 5.7006, 4.1013, 1.8321, 1.8778
1, 0, 8.0000, -40.0157, -105.2793, 42.7549, 5.4849, 5.3673, 4.0471, 1.8052, 1.7883
1, 0, 9.0000, -40.0157, -105.2793, 40.0560, 5.2702, 5.0762, 4.0144, 1.7943, 1.7120
1, 0, 10.0000, -40.0157, -105.2793, 37.2192, 5.0992, 4.8201, 3.9988, 1.7962, 1.6465
1, 0, 15.0000, -40.0157, -105.2793, 22.4506, 4.6860, 3.9015, 3.9988, 1.9285, 1.4308
1, 0, 20.0000, -40.0157, -105.2793, 8.7581, 4.7048, 3.3542, 3.9988, 2.1733, 1.3285
1, 0, 25.0000, -40.0157, -105.2793, -3.0441, 4.7048, 3.3542, 3.9988, 2.1733, 1.3285
1, 0, 30.0000, -40.0157, -105.2793, -13.3623, 4.7048, 3.3542, 3.9988, 2.1733, 1.3285
