01,0.51464401E-02,0.73174763E+01,0.75598657E-02,0.21794729E+01,0.64431806E-03,0.45146704E+01,-0.77358633E-03,0.22940874E+01,0.47935806E-02,0.70567942E+01,0.75132139E-02,0.97249165E+01,0.30143955E-02,0.10766249E+01,-0.22845697E-02,0.41730766E+01,-0.75274403E-03,-0.19565067E+01,-0.13997096E-02,-0.13030348E+01,-0.36564795E-02,0.20163780E+00,0.33167377E-03,-0.15549288E+01
02,0.51464401E-02,0.73174763E+01,0.75598657E-02,0.21794729E+01,0.64431806E-03,0.45146704E+01,-0.77358633E-03,0.22940874E+01,0.47935806E-02,0.70567942E+01,0.75132139E-02,0.97249165E+01,0.30143955E-02,0.10766249E+01,-0.22845697E-02,0.41730766E+01,-0.75274403E-03,-0.19565067E+01,-0.13997096E-02,-0.13030348E+01,-0.36564795E-02,0.20163780E+00,0.33167377E-03,-0.15549288E+01
03,0.26227150E-02,0.31892643E+01,-0.30928853E-02,0.27632980E+01,0.92504988E-03,0.15702505E+01,-0.18928761E-02,-0.31375289E-01,-0.40659122E-02,0.35976486E+01,0.32872958E-02,0.39221277E+01,0.26060969E-02,0.21682358E+01,0.47218762E-02,0.96474147E+00,0.57919361E-02,0.16616211E+01,0.12819986E-02,-0.18865955E+00,0.19544207E-02,0.30657969E+01,0.37517259E-02,0.42926188E+01
04,0.26227150E-02,0.31892643E+01,-0.30928853E-02,0.27632980E+01,0.92504988E-03,0.15702505E+01,-0.18928761E-02,-0.31375289E-01,-0.40659122E-02,0.35976486E+01,0.32872958E-02,0.39221277E+01,0.26060969E-02,0.21682358E+01,0.47218762E-02,0.96474147E+00,0.57919361E-02,0.16616211E+01,0.12819986E-02,-0.18865955E+00,0.19544207E-02,0.30657969E+01,0.37517259E-02,0.42926188E+01
05,0.26227150E-02,0.31892643E+01,-0.30928853E-02,0.27632980E+01,0.92504988E-03,0.15702505E+01,-0.18928761E-02,-0.31375289E-01,-0.40659122E-02,0.35976486E+01,0.32872958E-02,0.39221277E+01,0.26060969E-02,0.21682358E+01,0.47218762E-02,0.96474147E+00,0.57919361E-02,0.16616211E+01,0.12819986E-02,-0.18865955E+00,0.19544207E-02,0.30657969E+01,0.37517259E-02,0.42926188E+01
06,0.30143955E-02,0.10766249E+01,-0.22845697E-02,0.41730766E+01,-0.75274403E-03,-0.19565067E+01,-0.13997096E-02,-0.13030348E+01,-0.36564795E-02,0.20163780E+00,0.33167377E-03,-0.15549288E+01,0.51464401E-02,0.73174763E+01,0.75598657E-02,0.21794729E+01,0.64431806E-03,0.45146704E+01,-0.77358633E-03,0.22940874E+01,0.47935806E-02,0.70567942E+01,0.75132139E-02,0.97249165E+01
07,0.30143955E-02,0.10766249E+01,-0.22845697E-02,0.41730766E+01,-0.75274403E-03,-0.19565067E+01,-0.13997096E-02,-0.13030348E+01,-0.36564795E-02,0.20163780E+00,0.33167377E-03,-0.15549288E+01,0.51464401E-02,0.73174763E+01,0.75598657E-02,0.21794729E+01,0.64431806E-03,0.45146704E+01,-0.77358633E-03,0.22940874E+01,0.47935806E-02,0.70567942E+01,0.75132139E-02,0.97249165E+01
08,0.30143955E-02,0.10766249E+01,-0.22845697E-02,0.41730766E+01,-0.75274403E-03,-0.19565067E+01,-0.13997096E-02,-0.13030348E+01,-0.36564795E-02,0.20163780E+00,0.33167377E-03,-0.15549288E+01,0.51464401E-02,0.73174763E+01,0.75598657E-02,0.21794729E+01,0.64431806E-03,0.45146704E+01,-0.77358633E-03,0.22940874E+01,0.47935806E-02,0.70567942E+01,0.75132139E-02,0.97249165E+01
09,0.26060969E-02,0.21682358E+01,0.47218762E-02,0.96474147E+00,0.57919361E-02,0.16616211E+01,0.12819986E-02,-0.18865955E+00,0.19544207E-02,0.30657969E+01,0.37517259E-02,0.42926188E+01,0.26227150E-02,0.31892643E+01,-0.30928853E-02,0.27632980E+01,0.92504988E-03,0.15702505E+01,-0.18928761E-02,-0.31375289E-01,-0.40659122E-02,0.35976486E+01,0.32872958E-02,0.39221277E+01
10,0.26060969E-02,0.21682358E+01,0.47218762E-02,0.96474147E+00,0.57919361E-02,0.16616211E+01,0.12819986E-02,-0.18865955E+00,0.19544207E-02,0.30657969E+01,0.37517259E-02,0.42926188E+01,0.26227150E-02,0.31892643E+01,-0.30928853E-02,0.27632980E+01,0.92504988E-03,0.15702505E+01,-0.18928761E-02,-0.31375289E-01,-0.40659122E-02,0.35976486E+01,0.32872958E-02,0.39221277E+01
11,0.26060969E-02,0.21682358E+01,0.47218762E-02,0.96474147E+00,0.57919361E-02,0.16616211E+01,0.12819986E-02,-0.18865955E+00,0.19544207E-02,0.30657969E+01,0.37517259E-02,0.42926188E+01,0.26227150E-02,0.31892643E+01,-0.30928853E-02,0.27632980E+01,0.92504988E-03,0.15702505E+01,-0.18928761E-02,-0.31375289E-01,-0.40659122E-02,0.35976486E+01,0.32872958E-02,0.39221277E+01
12,0.51464401E-02,0.73174763E+01,0.75598657E-02,0.21794729E+01,0.64431806E-03,0.45146704E+01,-0.77358633E-03,0.22940874E+01,0.47935806E-02,0.70567942E+01,0.75132139E-02,0.97249165E+01,0.30143955E-02,0.10766249E+01,-0.22845697E-02,0.41730766E+01,-0.75274403E-03,-0.19565067E+01,-0.13997096E-02,-0.13030348E+01,-0.36564795E-02,0.20163780E+00,0.33167377E-03,-0.15549288E+01
