month,hour,freq,latitude,longitude,Fam5,Fam10,Fam20,Fam30,Fam40,Fam50,Fam60,Fam70,Fam80,Fam90,Fam100
10, 8, 0.0100, 40.0157, -105.2793, 150.4948, 151.4727, 153.4284, 155.3842, 157.3399, 159.2957, 161.2514, 163.2071, 165.1629, 167.1186, 169.0744
10, 8, 0.0150, 40.0157, -105.2793, 141.2600, 142.3663, 144.5787, 146.7912, 149.0036, 151.2161, 153.4285, 155.6410, 157.8534, 160.0659, 162.2783
10, 8, 0.0200, 40.0157, -105.2793, 133.9667, 135.2156, 137.7134, 140.2113, 142.7091, 145.2069, 147.7048, 150.2026, 152.7004, 155.1983, 157.6961
10, 8, 0.0250, 40.0157, -105.2793, 127.8706, 129.2622, 132.0453, 134.8285, 137.6116, 140.3948, 143.1779, 145.9611, 148.7442, 151.5274, 154.3105
10, 8, 0.0300, 40.0157, -105.2793, 122.6016, 124.1313, 127.1907, 130.2501, 133.3096, 136.3690, 139.4285, 142.4879, 145.5473, 148.6068, 151.6662
10, 8, 0.0350, 40.0157, -105.2793, 117.9448, 119.6067, 122.9305, 126.2543, 129.5781, 132.9019, 136.2257, 139.5495, 142.8733, 146.1972, 149.5210
10, 8, 0.0400, 40.0157, -105.2793, 113.7632, 115.5510, 119.1266, 122.7022, 126.2778, 129.8534, 133.4290, 137.0046, 140.5802, 144.1558, 147.7314
10, 8, 0.0500, 40.0157, -105.2793, 106.4769, 108.4983, 112.5411, 116.5839, 120.6267, 124.6696, 128.7124, 132.7552, 136.7980, 140.8409, 144.8837
10, 8, 0.0600, 40.0157, -105.2793, 100.2581, 102.4911, 106.9571, 111.4231, 115.8892, 120.3552, 124.8212, 129.2872, 133.7532, 138.2192, 142.6852
10, 8, 0.0700, 40.0157, -105.2793, 94.8265, 97.2519, 102.1028, 106.9536, 111.8045, 116.6553, 121.5062, 126.3571, 131.2079, 136.0588, 140.9097
10, 8, 0.0800, 40.0157, -105.2793, 90.0030, 92.6042, 97.8067, 103.0091, 108.2116, 113.4140, 118.6165, 123.8189, 129.0214, 134.2238, 139.4263
10, 8, 0.0900, 40.0157, -105.2793, 85.6656, 88.4282, 93.9532, 99.4783, 105.0034, 110.5284, 116.0535, 121.5786, 127.1037, 132.6287, 138.1538
10, 8, 0.1000, 40.0157, -105.2793, 81.7270, 84.6382, 90.4604, 96.2827, 102.1050, 107.9273, 113.7495, 119.5718, 125.3941, 131.2163, 137.0386
10, 8, 0.1500, 40.0157, -105.2793, 66.1897, 69.6975, 76.7131, 83.7288, 90.7444, 97.7601, 104.7757, 111.7914, 118.8071, 125.8227, 132.8384
10, 8, 0.2000, 40.0157, -105.2793, 55.0118, 58.9463, 66.8153, 74.6843, 82.5534, 90.4224, 98.2914, 106.1605, 114.0295, 121.8986, 129.7676
10, 8, 0.2500, 40.0157, -105.2793, 46.4281, 50.6786, 59.1794, 67.6803, 76.1811, 84.6820, 93.1829, 101.6837, 110.1846, 118.6854, 127.1863
10, 8, 0.3000, 40.0157, -105.2793, 39.5761, 44.0647, 53.0421, 62.0195, 70.9969, 79.9743, 88.9516, 97.9290, 106.9064, 115.8838, 124.8612
10, 8, 0.3500, 40.0157, -105.2793, 33.9638, 38.6336, 47.9732, 57.3128, 66.6524, 75.9920, 85.3316, 94.6711, 104.0107, 113.3503, 122.6899
10, 8, 0.4000, 40.0157, -105.2793, 29.2827, 34.0901, 43.7048, 53.3195, 62.9341, 72.5488, 82.1635, 91.7782, 101.3929, 111.0076, 120.6223
10, 8, 0.5000, 40.0157, -105.2793, 21.9458, 26.9330, 36.9074, 46.8819, 56.8563, 66.8308, 76.8052, 86.7797, 96.7541, 106.7285, 116.7030
10, 8, 0.6000, 40.0157, -105.2793, 16.5175, 21.5955, 31.7514, 41.9073, 52.0633, 62.2192, 72.3751, 82.5310, 92.6870, 102.8429, 112.9988
10, 8, 0.7000, 40.0157, -105.2793, 12.4118, 17.5202, 27.7369, 37.9536, 48.1704, 58.3871, 68.6039, 78.8206, 89.0374, 99.2541, 109.4708
10, 8, 0.8000, 40.0157, -105.2793, 9.2671, 14.3636, 24.5567, 34.7498, 44.9429, 55.1360, 65.3291, 75.5222, 85.7152, 95.9083, 106.1014
10, 8, 0.9000, 40.0157, -105.2793, 6.8452, 11.8997, 22.0087, 32.1176, 42.2266, 52.3356, 62.4446, 72.5536, 82.6625, 92.7715, 102.8805
10, 8, 1.0000, 40.0157, -105.2793, 4.9810, 9.9715, 19.9526, 29.9336, 39.9147, 49.8957, 59.8768, 69.8579, 79.8389, 89.8200, 99.8011
10, 8, 1.5000, 40.0157, -105.2793, 0.7655, 5.2691, 14.2764, 23.2837, 32.2910, 41.2982, 50.3055, 59.3128, 68.3201, 77.3273, 86.3346
