month,hour,freq,latitude,longitude,Fam5,Fam10,Fam20,Fam30,Fam40,Fam50,Fam60,Fam70,Fam80,Fam90,Fam100
10, 0, 0.0100, 40.0157, -105.2793, 137.2507, 138.7664, 141.7978, 144.8292, 147.8605, 150.8919, 153.9233, 156.9547, 159.9860, 163.0174, 166.0488
10, 0, 0.0150, 40.0157, -105.2793, 129.1542, 130.8431, 134.2209, 137.5986, 140.9764, 144.3542, 147.7320, 151.1098, 154.4876, 157.8654, 161.2432
10, 0, 0.0200, 40.0157, -105.2793, 122.6026, 124.4477, 128.1380, 131.8282, 135.5185, 139.2088, 142.8990, 146.5893, 150.2795, 153.9698, 157.6600
10, 0, 0.0250, 40.0157, -105.2793, 117.0402, 119.0269, 123.0003, 126.9736, 130.9470, 134.9203, 138.8937, 142.8670, 146.8403, 150.8137, 154.7870
10, 0, 0.0300, 40.0157, -105.2793, 112.1795, 114.2955, 118.5273, 122.7592, 126.9911, 131.2229, 135.4548, 139.6867, 143.9186, 148.1504, 152.3823
10, 0, 0.0350, 40.0157, -105.2793, 107.8488, 110.0837, 114.5534, 119.0231, 123.4928, 127.9625, 132.4322, 136.9020, 141.3717, 145.8414, 150.3111
10, 0, 0.0400, 40.0157, -105.2793, 103.9359, 106.2809, 110.9708, 115.6608, 120.3507, 125.0406, 129.7306, 134.4205, 139.1104, 143.8004, 148.4903
10, 0, 0.0500, 40.0157, -105.2793, 97.0729, 99.6162, 104.7028, 109.7895, 114.8761, 119.9627, 125.0494, 130.1360, 135.2226, 140.3093, 145.3959
10, 0, 0.0600, 40.0157, -105.2793, 91.1797, 93.8978, 99.3340, 104.7702, 110.2064, 115.6426, 121.0788, 126.5149, 131.9511, 137.3873, 142.8235
10, 0, 0.0700, 40.0157, -105.2793, 86.0129, 88.8870, 94.6351, 100.3833, 106.1315, 111.8796, 117.6278, 123.3760, 129.1241, 134.8723, 140.6204
10, 0, 0.0800, 40.0157, -105.2793, 81.4141, 84.4287, 90.4581, 96.4875, 102.5168, 108.5462, 114.5756, 120.6049, 126.6343, 132.6637, 138.6931
10, 0, 0.0900, 40.0157, -105.2793, 77.2736, 80.4161, 86.7009, 92.9857, 99.2705, 105.5554, 111.8402, 118.1250, 124.4099, 130.6947, 136.9795
10, 0, 0.1000, 40.0157, -105.2793, 73.5122, 76.7714, 83.2898, 89.8082, 96.3265, 102.8449, 109.3633, 115.8817, 122.4001, 128.9185, 135.4369
10, 0, 0.1500, 40.0157, -105.2793, 58.7016, 62.4239, 69.8685, 77.3131, 84.7576, 92.2022, 99.6468, 107.0914, 114.5359, 121.9805, 129.4251
10, 0, 0.2000, 40.0157, -105.2793, 48.1354, 52.1862, 60.2877, 68.3892, 76.4907, 84.5922, 92.6937, 100.7951, 108.8966, 116.9981, 125.0996
10, 0, 0.2500, 40.0157, -105.2793, 40.1204, 44.4149, 53.0038, 61.5928, 70.1818, 78.7707, 87.3597, 95.9487, 104.5376, 113.1266, 121.7156
10, 0, 0.3000, 40.0157, -105.2793, 33.8142, 38.2941, 47.2539, 56.2137, 65.1735, 74.1334, 83.0932, 92.0530, 101.0129, 109.9727, 118.9325
10, 0, 0.3500, 40.0157, -105.2793, 28.7315, 33.3543, 42.6001, 51.8458, 61.0916, 70.3373, 79.5830, 88.8288, 98.0745, 107.3203, 116.5660
10, 0, 0.4000, 40.0157, -105.2793, 24.5654, 29.2991, 38.7664, 48.2337, 57.7010, 67.1684, 76.6357, 86.1030, 95.5703, 105.0376, 114.5050
10, 0, 0.5000, 40.0157, -105.2793, 18.2161, 23.1012, 32.8714, 42.6417, 52.4119, 62.1821, 71.9524, 81.7226, 91.4928, 101.2631, 111.0333
10, 0, 0.6000, 40.0157, -105.2793, 13.7171, 18.6881, 28.6299, 38.5718, 48.5137, 58.4556, 68.3974, 78.3393, 88.2812, 98.2230, 108.1649
10, 0, 0.7000, 40.0157, -105.2793, 10.4808, 15.4929, 25.5172, 35.5414, 45.5657, 55.5899, 65.6142, 75.6384, 85.6627, 95.6870, 105.7112
10, 0, 0.8000, 40.0157, -105.2793, 8.1454, 13.1672, 23.2108, 33.2544, 43.2980, 53.3416, 63.3853, 73.4289, 83.4725, 93.5161, 103.5597
10, 0, 0.9000, 40.0157, -105.2793, 6.4733, 11.4820, 21.4994, 31.5167, 41.5341, 51.5514, 61.5687, 71.5861, 81.6034, 91.6208, 101.6381
10, 0, 1.0000, 40.0157, -105.2793, 5.3012, 10.2799, 20.2374, 30.1949, 40.1523, 50.1098, 60.0673, 70.0248, 79.9822, 89.9397, 99.8972
10, 0, 1.5000, 40.0157, -105.2793, 3.7539, 8.4483, 17.8372, 27.2260, 36.6149, 46.0038, 55.3926, 64.7815, 74.1704, 83.5592, 92.9481
10, 0, 2.0000, 40.0157, -105.2793, 5.3895, 9.7217, 18.3859, 27.0502, 35.7144, 44.3787, 53.0430, 61.7072, 70.3715, 79.0357, 87.7000
10, 0, 2.5000, 40.0157, -105.2793, 7.8912, 11.8649, 19.8123, 27.7598, 35.7072, 43.6546, 51.6020, 59.5495, 67.4969, 75.4443, 83.3918
10, 0, 3.0000, 40.0157, -105.2793, 10.4073, 14.0537, 21.3466, 28.6394, 35.9323, 43.2251, 50.5179, 57.8108, 65.1036, 72.3965, 79.6893
10, 0, 3.5000, 40.0157, -105.2793, 12.5963, 15.9552, 22.6730, 29.3908, 36.1086, 42.8264, 49.5442, 56.2620, 62.9798, 69.6976, 76.4154
10, 0, 4.0000, 40.0157, -105.2793, 14.3263, 17.4388, 23.6639, 29.8889, 36.1140, 42.3390, 48.5640, 54.7891, 61.0141, 67.2392, 73.4642
10, 0, 5.0000, 40.0157, -105.2793, 16.3030, 19.0384, 24.5091, 29.9798, 35.4505, 40.9212, 46.3920, 51.8627, 57.3334, 62.8041, 68.2748
