month,hour,freq,latitude,longitude,Fam5,Fam10,Fam20,Fam30,Fam40,Fam50,Fam60,Fam70,Fam80,Fam90,Fam100
1, 0, 0.0100, 40.0157, -105.2793, 139.8344, 141.1101, 143.6615, 146.2129, 148.7643, 151.3158, 153.8672, 156.4186, 158.9700, 161.5214, 164.0728
1, 0, 0.0150, 40.0157, -105.2793, 131.3824, 132.8239, 135.7068, 138.5897, 141.4727, 144.3556, 147.2385, 150.1214, 153.0043, 155.8873, 158.7702
1, 0, 0.0200, 40.0157, -105.2793, 124.4948, 126.0970, 129.3014, 132.5059, 135.7103, 138.9147, 142.1192, 145.3236, 148.5280, 151.7325, 154.9369
1, 0, 0.0250, 40.0157, -105.2793, 118.6243, 120.3775, 123.8841, 127.3906, 130.8971, 134.4037, 137.9102, 141.4167, 144.9232, 148.4298, 151.9363
1, 0, 0.0300, 40.0157, -105.2793, 113.4825, 115.3768, 119.1653, 122.9538, 126.7424, 130.5309, 134.3194, 138.1079, 141.8964, 145.6850, 149.4735
1, 0, 0.0350, 40.0157, -105.2793, 108.8953, 110.9212, 114.9729, 119.0247, 123.0764, 127.1282, 131.1799, 135.2317, 139.2834, 143.3352, 147.3869
1, 0, 0.0400, 40.0157, -105.2793, 104.7476, 106.8966, 111.1945, 115.4925, 119.7905, 124.0885, 128.3864, 132.6844, 136.9824, 141.2804, 145.5783
1, 0, 0.0500, 40.0157, -105.2793, 97.4701, 99.8431, 104.5892, 109.3353, 114.0813, 118.8274, 123.5735, 128.3196, 133.0656, 137.8117, 142.5578
1, 0, 0.0600, 40.0157, -105.2793, 91.2233, 93.7955, 98.9398, 104.0842, 109.2285, 114.3729, 119.5173, 124.6616, 129.8060, 134.9504, 140.0947
1, 0, 0.0700, 40.0157, -105.2793, 85.7516, 88.5024, 94.0041, 99.5058, 105.0074, 110.5091, 116.0108, 121.5124, 127.0141, 132.5157, 138.0174
1, 0, 0.0800, 40.0157, -105.2793, 80.8880, 83.8003, 89.6250, 95.4496, 101.2743, 107.0990, 112.9236, 118.7483, 124.5730, 130.3976, 136.2223
1, 0, 0.0900, 40.0157, -105.2793, 76.5162, 79.5754, 85.6940, 91.8125, 97.9311, 104.0496, 110.1681, 116.2867, 122.4052, 128.5238, 134.6423
1, 0, 0.1000, 40.0157, -105.2793, 72.5515, 75.7452, 82.1326, 88.5199, 94.9073, 101.2946, 107.6820, 114.0693, 120.4567, 126.8441, 133.2314
1, 0, 0.1500, 40.0157, -105.2793, 57.0306, 60.7560, 68.2068, 75.6576, 83.1085, 90.5593, 98.0101, 105.4609, 112.9118, 120.3626, 127.8134
1, 0, 0.2000, 40.0157, -105.2793, 46.0817, 50.1805, 58.3779, 66.5753, 74.7728, 82.9702, 91.1677, 99.3651, 107.5626, 115.7600, 123.9574
1, 0, 0.2500, 40.0157, -105.2793, 37.8771, 42.2486, 50.9917, 59.7347, 68.4777, 77.2208, 85.9638, 94.7068, 103.4499, 112.1929, 120.9360
1, 0, 0.3000, 40.0157, -105.2793, 31.5048, 36.0799, 45.2300, 54.3801, 63.5302, 72.6804, 81.8305, 90.9806, 100.1307, 109.2808, 118.4309
1, 0, 0.3500, 40.0157, -105.2793, 26.4391, 31.1674, 40.6239, 50.0804, 59.5370, 68.9935, 78.4500, 87.9065, 97.3630, 106.8196, 116.2761
