month,hour,freq,latitude,longitude,Fam5,Fam10,Fam20,Fam30,Fam40,Fam50,Fam60,Fam70,Fam80,Fam90,Fam100
7, 0, 0.0100, 40.0157, -105.2793, 142.5492, 143.7888, 146.2679, 148.7471, 151.2263, 153.7055, 156.1847, 158.6638, 161.1430, 163.6222, 166.1014
7, 0, 0.0150, 40.0157, -105.2793, 133.9062, 135.3608, 138.2702, 141.1795, 144.0889, 146.9983, 149.9076, 152.8170, 155.7263, 158.6357, 161.5450
7, 0, 0.0200, 40.0157, -105.2793, 126.9554, 128.5949, 131.8739, 135.1528, 138.4318, 141.7108, 144.9898, 148.2687, 151.5477, 154.8267, 158.1057
7, 0, 0.0250, 40.0157, -105.2793, 121.0792, 122.8814, 126.4859, 130.0904, 133.6949, 137.2994, 140.9039, 144.5084, 148.1129, 151.7174, 155.3219
7, 0, 0.0300, 40.0157, -105.2793, 115.9606, 117.9087, 121.8049, 125.7010, 129.5971, 133.4933, 137.3894, 141.2856, 145.1817, 149.0779, 152.9740
7, 0, 0.0350, 40.0157, -105.2793, 111.4119, 113.4923, 117.6530, 121.8137, 125.9745, 130.1352, 134.2959, 138.4567, 142.6174, 146.7782, 150.9389
7, 0, 0.0400, 40.0157, -105.2793, 107.3107, 109.5122, 113.9153, 118.3184, 122.7215, 127.1246, 131.5277, 135.9308, 140.3338, 144.7369, 149.1400
7, 0, 0.0500, 40.0157, -105.2793, 100.1355, 102.5527, 107.3871, 112.2215, 117.0559, 121.8903, 126.7247, 131.5591, 136.3936, 141.2280, 146.0624
7, 0, 0.0600, 40.0157, -105.2793, 93.9912, 96.5961, 101.8060, 107.0158, 112.2257, 117.4355, 122.6453, 127.8552, 133.0650, 138.2749, 143.4847
7, 0, 0.0700, 40.0157, -105.2793, 88.6159, 91.3868, 96.9287, 102.4706, 108.0126, 113.5545, 119.0964, 124.6383, 130.1802, 135.7221, 141.2640
7, 0, 0.0800, 40.0157, -105.2793, 83.8400, 86.7596, 92.5987, 98.4378, 104.2769, 110.1160, 115.9552, 121.7943, 127.6334, 133.4725, 139.3116
7, 0, 0.0900, 40.0157, -105.2793, 79.5467, 82.6005, 88.7081, 94.8157, 100.9233, 107.0309, 113.1385, 119.2461, 125.3537, 131.4613, 137.5689
7, 0, 0.1000, 40.0157, -105.2793, 75.6514, 78.8273, 85.1792, 91.5312, 97.8831, 104.2350, 110.5869, 116.9389, 123.2908, 129.6427, 135.9947
7, 0, 0.1500, 40.0157, -105.2793, 60.3558, 64.0118, 71.3237, 78.6357, 85.9477, 93.2596, 100.5716, 107.8835, 115.1955, 122.5075, 129.8194
7, 0, 0.2000, 40.0157, -105.2793, 49.4798, 53.4729, 61.4591, 69.4453, 77.4316, 85.4178, 93.4040, 101.3902, 109.3764, 117.3627, 125.3489
7, 0, 0.2500, 40.0157, -105.2793, 41.2465, 45.4885, 53.9727, 62.4569, 70.9410, 79.4252, 87.9094, 96.3935, 104.8777, 113.3619, 121.8460
7, 0, 0.3000, 40.0157, -105.2793, 34.7768, 39.2080, 48.0703, 56.9326, 65.7949, 74.6572, 83.5195, 92.3818, 101.2441, 110.1064, 118.9687
7, 0, 0.3500, 40.0157, -105.2793, 29.5664, 34.1433, 43.2973, 52.4513, 61.6052, 70.7592, 79.9131, 89.0671, 98.2210, 107.3750, 116.5289
7, 0, 0.4000, 40.0157, -105.2793, 25.2972, 29.9875, 39.3681, 48.7486, 58.1292, 67.5097, 76.8902, 86.2708, 95.6513, 105.0319, 114.4124
7, 0, 0.5000, 40.0157, -105.2793, 18.7906, 23.6371, 33.3299, 43.0227, 52.7155, 62.4084, 72.1012, 81.7940, 91.4868, 101.1797, 110.8725
7, 0, 0.6000, 40.0157, -105.2793, 14.1762, 19.1132, 28.9872, 38.8612, 48.7352, 58.6091, 68.4831, 78.3571, 88.2311, 98.1051, 107.9790
7, 0, 0.7000, 40.0157, -105.2793, 10.8508, 15.8340, 25.8004, 35.7668, 45.7332, 55.6997, 65.6661, 75.6325, 85.5989, 95.5653, 105.5317
7, 0, 0.8000, 40.0157, -105.2793, 8.4443, 13.4425, 23.4389, 33.4352, 43.4316, 53.4280, 63.4243, 73.4207, 83.4171, 93.4134, 103.4098
7, 0, 0.9000, 40.0157, -105.2793, 6.7145, 11.7050, 21.6862, 31.6673, 41.6484, 51.6295, 61.6106, 71.5917, 81.5728, 91.5539, 101.5350
7, 0, 1.0000, 40.0157, -105.2793, 5.4948, 10.4611, 20.3936, 30.3261, 40.2586, 50.1912, 60.1237, 70.0562, 79.9887, 89.9213, 99.8538
7, 0, 1.5000, 40.0157, -105.2793, 3.8167, 8.5266, 17.9465, 27.3664, 36.7863, 46.2062, 55.6262, 65.0461, 74.4660, 83.8859, 93.3058
7, 0, 2.0000, 40.0157, -105.2793, 5.4540, 9.8253, 18.5677, 27.3102, 36.0526, 44.7951, 53.5375, 62.2799, 71.0224, 79.7648, 88.5073
7, 0, 2.5000, 40.0157, -105.2793, 8.0707, 12.0998, 20.1581, 28.2164, 36.2746, 44.3329, 52.3911, 60.4494, 68.5077, 76.5659, 84.6242
7, 0, 3.0000, 40.0157, -105.2793, 10.8087, 14.5186, 21.9384, 29.3582, 36.7780, 44.1978, 51.6176, 59.0374, 66.4572, 73.8770, 81.2968
7, 0, 3.5000, 40.0157, -105.2793, 13.3216, 16.7436, 23.5877, 30.4317, 37.2757, 44.1197, 50.9637, 57.8077, 64.6518, 71.4958, 78.3398
7, 0, 4.0000, 40.0157, -105.2793, 15.4725, 18.6396, 24.9737, 31.3078, 37.6418, 43.9759, 50.3100, 56.6441, 62.9782, 69.3123, 75.6464
7, 0, 5.0000, 40.0157, -105.2793, 18.5602, 21.3100, 26.8096, 32.3092, 37.8088, 43.3084, 48.8079, 54.3075, 59.8071, 65.3067, 70.8063
7, 0, 6.0000, 40.0157, -105.2793, 20.1289, 22.5676, 27.4449, 32.3223, 37.1996, 42.0770, 46.9543, 51.8316, 56.7090, 61.5863, 66.4637
7, 0, 7.0000, 40.0157, -105.2793, 20.4316, 22.6436, 27.0677, 31.4918, 35.9159, 40.3400, 44.7641, 49.1882, 53.6123, 58.0364, 62.4605
7, 0, 8.0000, 40.0157, -105.2793, 19.7369, 21.7880, 25.8900, 29.9920, 34.0940, 38.1960, 42.2981, 46.4001, 50.5021, 54.6041, 58.7061
7, 0, 9.0000, 40.0157, -105.2793, 18.2838, 20.2238, 24.1038, 27.9838, 31.8638, 35.7438, 39.6238, 43.5038, 47.3838, 51.2638, 55.1438
7, 0, 10.0000, 40.0157, -105.2793, 16.2721, 18.1386, 21.8715, 25.6045, 29.3375, 33.0704, 36.8034, 40.5364, 44.2693, 48.0023, 51.7352
7, 0, 15.0000, 40.0157, -105.2793, 2.5499, 4.3231, 7.8696, 11.4161, 14.9626, 18.5091, 22.0556, 25.6020, 29.1485, 32.6950, 36.2415
7, 0, 20.0000, 40.0157, -105.2793, -10.7372, -9.0000, -5.5258, -2.0516, 1.4227, 4.8969, 8.3712, 11.8454, 15.3196, 18.7939, 22.2681
7, 0, 25.0000, 40.0157, -105.2793, -20.4385, -18.8886, -15.7887, -12.6889, -9.5890, -6.4892, -3.3893, -0.2895, 2.8104, 5.9102, 9.0101
7, 0, 30.0000, 40.0157, -105.2793, -26.8395, -25.6386, -23.2368, -20.8351, -18.4333, -16.0316, -13.6298, -11.2280, -8.8263, -6.4245, -4.0228
