month,hour,freq,latitude,longitude,FaA,DuA,DlA,sigmaFaA,sigmaDuA,sigmaDlA
1, 22, 0.01, 40.0157, -105.2793, 155.9956, 3.2147, 3.0478, 2.2129, 0.9674, 0.9674
1, 22, 0.01, 40.0157, -105.2793, 149.1723, 4.7685, 4.4088, 2.2604, 1.2773, 1.2773
1, 22, 0.02, 40.0157, -105.2793, 144.0456, 5.7765, 5.1986, 2.4805, 1.5538, 1.5538
1, 22, 0.03, 40.0157, -105.2793, 139.9116, 6.4916, 5.7135, 2.7258, 1.7821, 1.7821
1, 22, 0.03, 40.0157, -105.2793, 136.4367, 7.0308, 6.0762, 2.9605, 1.9710, 1.9710
1, 22, 0.35, 40.0157, -105.2793, 85.9783, 10.7091, 8.0138, 5.5553, 3.4902, 3.4902
1, 22, 0.04, 40.0157, -105.2793, 130.7886, 7.7997, 6.5549, 3.3700, 2.2638, 2.2638
1, 22, 0.05, 40.0157, -105.2793, 126.2831, 8.3289, 6.8580, 3.7029, 2.4802, 2.4802
1, 22, 0.06, 40.0157, -105.2793, 122.5333, 8.7192, 7.0681, 3.9744, 2.6467, 2.6467
1, 22, 0.07, 40.0157, -105.2793, 119.3232, 9.0207, 7.2229, 4.1985, 2.7785, 2.7785
1, 22, 0.08, 40.0157, -105.2793, 116.5190, 9.2612, 7.3421, 4.3856, 2.8853, 2.8853
1, 22, 0.09, 40.0157, -105.2793, 114.0321, 9.4577, 7.4368, 4.5434, 2.9734, 2.9734
1, 22, 0.10, 40.0157, -105.2793, 111.8001, 9.6213, 7.5139, 4.6778, 3.0469, 3.0469
1, 22, 0.15, 40.0157, -105.2793, 103.2056, 10.1454, 7.7532, 5.1205, 3.2802, 3.2802
1, 22, 0.02, 40.0157, -105.2793, 144.0456, 5.7765, 5.1986, 2.4805, 1.5538, 1.5538
1, 22, 0.25, 40.0157, -105.2793, 92.6124, 10.5713, 7.9455, 5.4697, 3.4528, 3.4528
1, 22, 0.30, 40.0157, -105.2793, 88.9725, 10.6601, 7.9881, 5.5307, 3.4805, 3.4805
1, 22, 0.35, 40.0157, -105.2793, 85.9783, 10.7091, 8.0138, 5.5553, 3.4902, 3.4902
1, 22, 0.40, 40.0157, -105.2793, 83.4567, 10.7323, 8.0284, 5.5568, 3.4886, 3.4886
1, 22, 0.50, 40.0157, -105.2793, 79.4140, 10.7308, 8.0368, 5.5190, 3.4661, 3.4661
1, 22, 0.60, 40.0157, -105.2793, 76.2898, 10.6924, 8.0284, 5.4523, 3.4303, 3.4303
1, 22, 0.70, 40.0157, -105.2793, 73.7864, 10.6340, 8.0104, 5.3726, 3.3888, 3.3888
1, 22, 0.80, 40.0157, -105.2793, 71.7265, 10.5644, 7.9864, 5.2877, 3.3453, 3.3453
1, 22, 0.90, 40.0157, -105.2793, 69.9961, 10.4884, 7.9586, 5.2016, 3.3018, 3.3018
1, 22, 1.00, 40.0157, -105.2793, 68.5183, 10.4089, 7.9283, 5.1167, 3.2591, 3.2591
1, 22, 1.50, 40.0157, -105.2793, 63.4415, 10.0043, 7.7605, 4.7366, 3.0707, 3.0707
1, 22, 2.00, 40.0157, -105.2793, 60.3658, 9.6247, 7.5865, 4.4396, 2.9252, 2.9252
1, 22, 2.50, 40.0157, -105.2793, 58.1902, 9.2790, 7.4148, 4.2124, 2.8145, 2.8145
1, 22, 3.00, 40.0157, -105.2793, 56.4698, 8.9640, 7.2470, 4.0395, 2.7304, 2.7304
1, 22, 3.50, 40.0157, -105.2793, 54.9928, 8.6751, 7.0833, 3.9092, 2.6666, 2.6666
1, 22, 4.00, 40.0157, -105.2793, 53.6486, 8.4080, 6.9234, 3.8125, 2.6188, 2.6188
1, 22, 5.00, 40.0157, -105.2793, 51.1416, 7.9270, 6.6138, 3.6958, 2.5593, 2.5593
1, 22, 6.00, 40.0157, -105.2793, 48.7135, 7.5015, 6.3164, 3.6538, 2.5345, 2.5345
1, 22, 7.00, 40.0157, -105.2793, 46.2877, 7.1187, 6.0295, 3.6648, 2.5339, 2.5339
1, 22, 8.00, 40.0157, -105.2793, 43.8408, 6.7698, 5.7520, 3.7149, 2.5511, 2.5511
1, 22, 9.00, 40.0157, -105.2793, 41.3666, 6.4486, 5.4830, 3.7947, 2.5816, 2.5816
1, 22, 10.00, 40.0157, -105.2793, 38.8648, 6.1506, 5.2219, 3.8973, 2.6223, 2.6223
1, 22, 15.00, 40.0157, -105.2793, 26.0032, 4.9096, 4.0173, 3.8973, 2.9180, 2.9180
1, 22, 20.00, 40.0157, -105.2793, 12.8053, 3.9434, 2.9527, 3.8973, 3.2896, 3.2896
1, 22, 25.00, 40.0157, -105.2793, -0.3867, 3.9434, 2.9527, 3.8973, 3.2896, 3.2896
1, 22, 30.00, 40.0157, -105.2793, -13.3332, 3.9434, 2.9527, 3.8973, 3.2896, 3.2896
