month,hour,freq,latitude,longitude,FaA,DuA,DlA,sigmaFaA,sigmaDuA,sigmaDlA
10, 6, 0.01, 40.0157, -105.2793, 158.6041, 3.8926, 3.2582, 2.3750, 2.2291, 2.2291
10, 6, 0.01, 40.0157, -105.2793, 151.7112, 6.0477, 5.9873, 3.6753, 1.7190, 1.7190
10, 6, 0.02, 40.0157, -105.2793, 146.4819, 7.6874, 7.7641, 4.4119, 1.6523, 1.6523
10, 6, 0.03, 40.0157, -105.2793, 142.2232, 8.9330, 8.9491, 4.8830, 1.7296, 1.7296
10, 6, 0.03, 40.0157, -105.2793, 138.6111, 9.9051, 9.7752, 5.2064, 1.8592, 1.8592
10, 6, 0.35, 40.0157, -105.2793, 82.7600, 16.6635, 13.8588, 5.5660, 4.8078, 4.8078
10, 6, 0.04, 40.0157, -105.2793, 132.6728, 11.3249, 10.8313, 5.6104, 2.1562, 2.1562
10, 6, 0.05, 40.0157, -105.2793, 127.8743, 12.3166, 11.4715, 5.8401, 2.4423, 2.4423
10, 6, 0.06, 40.0157, -105.2793, 123.8383, 13.0518, 11.9025, 5.9773, 2.6989, 2.6989
10, 6, 0.07, 40.0157, -105.2793, 120.3527, 13.6204, 12.2157, 6.0602, 2.9252, 2.9252
10, 6, 0.08, 40.0157, -105.2793, 117.2852, 14.0738, 12.4561, 6.1089, 3.1241, 3.1241
10, 6, 0.09, 40.0157, -105.2793, 114.5473, 14.4437, 12.6484, 6.1350, 3.2995, 3.2995
10, 6, 0.10, 40.0157, -105.2793, 112.0764, 14.7508, 12.8068, 6.1456, 3.4546, 3.4546
10, 6, 0.15, 40.0157, -105.2793, 102.4474, 15.7241, 13.3148, 6.0853, 4.0147, 4.0147
10, 6, 0.02, 40.0157, -105.2793, 146.4819, 7.6874, 7.7641, 4.4119, 1.6523, 1.6523
10, 6, 0.25, 40.0157, -105.2793, 90.3752, 16.4727, 13.7359, 5.8218, 4.5702, 4.5702
10, 6, 0.30, 40.0157, -105.2793, 86.1972, 16.6066, 13.8194, 5.6895, 4.7130, 4.7130
10, 6, 0.35, 40.0157, -105.2793, 82.7600, 16.6635, 13.8588, 5.5660, 4.8078, 4.8078
10, 6, 0.40, 40.0157, -105.2793, 79.8714, 16.6706, 13.8684, 5.4521, 4.8697, 4.8697
10, 6, 0.50, 40.0157, -105.2793, 75.2693, 16.5938, 13.8308, 5.2514, 4.9301, 4.9301
10, 6, 0.60, 40.0157, -105.2793, 71.7571, 16.4485, 13.7482, 5.0817, 4.9391, 4.9391
10, 6, 0.70, 40.0157, -105.2793, 68.9879, 16.2681, 13.6409, 4.9371, 4.9185, 4.9185
10, 6, 0.80, 40.0157, -105.2793, 66.7514, 16.0697, 13.5197, 4.8129, 4.8802, 4.8802
10, 6, 0.90, 40.0157, -105.2793, 64.9112, 15.8628, 13.3910, 4.7054, 4.8310, 4.8310
10, 6, 1.00, 40.0157, -105.2793, 63.3742, 15.6530, 13.2586, 4.6117, 4.7753, 4.7753
10, 6, 1.50, 40.0157, -105.2793, 58.4306, 14.6394, 12.5992, 4.2869, 4.4657, 4.4657
10, 6, 2.00, 40.0157, -105.2793, 55.7824, 13.7416, 11.9930, 4.1079, 4.1686, 4.1686
10, 6, 2.50, 40.0157, -105.2793, 54.0863, 12.9596, 11.4498, 4.0098, 3.9057, 3.9057
10, 6, 3.00, 40.0157, -105.2793, 52.8147, 12.2753, 10.9622, 3.9618, 3.6769, 3.6769
10, 6, 3.50, 40.0157, -105.2793, 51.7276, 11.6714, 10.5219, 3.9471, 3.4782, 3.4782
10, 6, 4.00, 40.0157, -105.2793, 50.7068, 11.1338, 10.1210, 3.9556, 3.3055, 3.3055
10, 6, 5.00, 40.0157, -105.2793, 48.6544, 10.2160, 9.4141, 4.0187, 3.0235, 3.0235
10, 6, 6.00, 40.0157, -105.2793, 46.4611, 9.4590, 8.8046, 4.1207, 2.8080, 2.8080
10, 6, 7.00, 40.0157, -105.2793, 44.1054, 8.8223, 8.2675, 4.2460, 2.6435, 2.6435
10, 6, 8.00, 40.0157, -105.2793, 41.6288, 8.2784, 7.7860, 4.3860, 2.5190, 2.5190
10, 6, 9.00, 40.0157, -105.2793, 39.1043, 7.8081, 7.3479, 4.5355, 2.4267, 2.4267
10, 6, 10.00, 40.0157, -105.2793, 36.6260, 7.3974, 6.9445, 4.6912, 2.3607, 2.3607
10, 6, 15.00, 40.0157, -105.2793, 26.5760, 5.9432, 5.2670, 4.6912, 2.3014, 2.3014
10, 6, 20.00, 40.0157, -105.2793, 15.4658, 5.0790, 3.9174, 4.6912, 2.5152, 2.5152
10, 6, 25.00, 40.0157, -105.2793, 1.1136, 5.0790, 3.9174, 4.6912, 2.5152, 2.5152
10, 6, 30.00, 40.0157, -105.2793, -12.5290, 5.0790, 3.9174, 4.6912, 2.5152, 2.5152
