month,hour,freq,latitude,longitude,FaA,DuA,DlA,sigmaFaA,sigmaDuA,sigmaDlA
4, 12, 0.0100, 40.0157, -105.2793, 162.4370, 3.6571, 2.7812, 2.7601, 2.9400, 2.0432
4, 12, 0.0150, 40.0157, -105.2793, 154.7447, 7.0155, 6.5840, 3.7766, 2.5731, 2.1689
4, 12, 0.0200, 40.0157, -105.2793, 149.0650, 9.1301, 8.7547, 4.4669, 2.5814, 2.4846
4, 12, 0.0250, 40.0157, -105.2793, 144.5403, 10.6090, 10.1666, 4.9660, 2.7070, 2.8214
4, 12, 0.0300, 40.0157, -105.2793, 140.7702, 11.7124, 11.1580, 5.3443, 2.8718, 3.1403
4, 12, 0.0350, 40.0157, -105.2793, 137.5339, 12.5724, 11.8900, 5.6412, 3.0466, 3.4324
4, 12, 0.0400, 40.0157, -105.2793, 134.6963, 13.2641, 12.4502, 5.8803, 3.2196, 3.6975
4, 12, 0.0500, 40.0157, -105.2793, 129.8880, 14.3121, 13.2434, 6.2408, 3.5435, 4.1555
4, 12, 0.0600, 40.0157, -105.2793, 125.9024, 15.0705, 13.7685, 6.4976, 3.8314, 4.5346
4, 12, 0.0700, 40.0157, -105.2793, 122.4968, 15.6451, 14.1330, 6.6877, 4.0848, 4.8525
4, 12, 0.0800, 40.0157, -105.2793, 119.5230, 16.0949, 14.3941, 6.8320, 4.3082, 5.1224
4, 12, 0.0900, 40.0157, -105.2793, 116.8837, 16.4554, 14.5849, 6.9434, 4.5059, 5.3540
4, 12, 0.1000, 40.0157, -105.2793, 114.5115, 16.7498, 14.7261, 7.0303, 4.6819, 5.5546
4, 12, 0.1500, 40.0157, -105.2793, 105.3132, 17.6445, 15.0357, 7.2527, 5.3300, 6.2480
4, 12, 0.2000, 40.0157, -105.2793, 98.7640, 18.0607, 15.0611, 7.3032, 5.7393, 6.6423
4, 12, 0.2500, 40.0157, -105.2793, 93.7061, 18.2652, 14.9882, 7.2825, 6.0152, 6.8801
4, 12, 0.3000, 40.0157, -105.2793, 89.6088, 18.3587, 14.8767, 7.2284, 6.2086, 7.0258
4, 12, 0.3500, 40.0157, -105.2793, 86.1830, 18.3876, 14.7501, 7.1577, 6.3473, 7.1128
4, 12, 0.4000, 40.0157, -105.2793, 83.2528, 18.3765, 14.6187, 7.0790, 6.4479, 7.1605
4, 12, 0.5000, 40.0157, -105.2793, 78.4559, 18.2853, 14.3590, 6.9137, 6.5732, 7.1815
4, 12, 0.6000, 40.0157, -105.2793, 74.6511, 18.1453, 14.1133, 6.7506, 6.6343, 7.1437
4, 12, 0.7000, 40.0157, -105.2793, 71.5313, 17.9825, 13.8846, 6.5955, 6.6563, 7.0734
4, 12, 0.8000, 40.0157, -105.2793, 68.9110, 17.8094, 13.6722, 6.4503, 6.6531, 6.9844
4, 12, 0.9000, 40.0157, -105.2793, 66.6699, 17.6328, 13.4744, 6.3152, 6.6331, 6.8848
4, 12, 1.0000, 40.0157, -105.2793, 64.7258, 17.4562, 13.2897, 6.1899, 6.6017, 6.7794
4, 12, 1.5000, 40.0157, -105.2793, 57.8517, 16.6200, 12.5133, 5.6854, 6.3649, 6.2406
4, 12, 2.0000, 40.0157, -105.2793, 53.6469, 15.8862, 11.9016, 5.3304, 6.0919, 5.7461
4, 12, 2.5000, 40.0157, -105.2793, 50.8200, 15.2439, 11.3922, 5.0746, 5.8266, 5.3121
4, 12, 3.0000, 40.0157, -105.2793, 48.8073, 14.6754, 10.9528, 4.8877, 5.5793, 4.9330
4, 12, 3.5000, 40.0157, -105.2793, 47.3146, 14.1664, 10.5645, 4.7509, 5.3518, 4.6005
4, 12, 4.0000, 40.0157, -105.2793, 46.1699, 13.7061, 10.2154, 4.6518, 5.1432, 4.3074
4, 12, 5.0000, 40.0157, -105.2793, 44.5295, 12.9001, 9.6058, 4.5354, 4.7757, 3.8155
4, 12, 6.0000, 40.0157, -105.2793, 43.3832, 12.2108, 9.0833, 4.4947, 4.4639, 3.4210
4, 12, 7.0000, 40.0157, -105.2793, 42.4891, 11.6091, 8.6250, 4.5052, 4.1968, 3.0999
4, 12, 8.0000, 40.0157, -105.2793, 41.7254, 11.0754, 8.2166, 4.5518, 3.9662, 2.8358
4, 12, 9.0000, 40.0157, -105.2793, 41.0298, 10.5962, 7.8483, 4.6248, 3.7657, 2.6169
4, 12, 10.0000, 40.0157, -105.2793, 40.3664, 10.1614, 7.5131, 4.7176, 3.5904, 2.4346
4, 12, 15.0000, 40.0157, -105.2793, 36.1938, 8.4462, 6.1869, 4.7176, 2.9827, 1.8922
4, 12, 20.0000, 40.0157, -105.2793, 27.3442, 7.2014, 5.2335, 4.7176, 2.6599, 1.7112
4, 12, 25.0000, 40.0157, -105.2793, 13.5012, 7.2014, 5.2335, 4.7176, 2.6599, 1.7112
4, 12, 30.0000, 40.0157, -105.2793, -2.7858, 7.2014, 5.2335, 4.7176, 2.6599, 1.7112
