month,hour,freq,latitude,longitude,FaA,DuA,DlA,sigmaFaA,sigmaDuA,sigmaDlA
10, 8, 0.0100, 40.0157, -105.2793, 158.6842, 3.2595, 1.7852, 3.1522, 2.1725, 2.3739
10, 8, 0.0150, 40.0157, -105.2793, 150.4773, 7.1315, 6.9404, 4.2658, 2.0291, 2.0398
10, 8, 0.0200, 40.0157, -105.2793, 144.3358, 9.4494, 9.5403, 4.9338, 2.1179, 2.0953
10, 8, 0.0250, 40.0157, -105.2793, 139.3957, 11.0096, 11.0358, 5.3803, 2.2717, 2.2588
10, 8, 0.0300, 40.0157, -105.2793, 135.2490, 12.1360, 11.9615, 5.6983, 2.4416, 2.4511
10, 8, 0.0350, 40.0157, -105.2793, 131.6683, 12.9880, 12.5595, 5.9343, 2.6106, 2.6452
10, 8, 0.0400, 40.0157, -105.2793, 128.5134, 13.6543, 12.9545, 6.1146, 2.7722, 2.8312
10, 8, 0.0500, 40.0157, -105.2793, 123.1361, 14.6252, 13.3901, 6.3663, 3.0667, 3.1679
10, 8, 0.0600, 40.0157, -105.2793, 118.6509, 15.2919, 13.5653, 6.5268, 3.3232, 3.4571
10, 8, 0.0700, 40.0157, -105.2793, 114.7991, 15.7713, 13.6058, 6.6316, 3.5466, 3.7047
10, 8, 0.0800, 40.0157, -105.2793, 111.4218, 16.1268, 13.5723, 6.7000, 3.7423, 3.9178
10, 8, 0.0900, 40.0157, -105.2793, 108.4138, 16.3961, 13.4968, 6.7437, 3.9148, 4.1023
10, 8, 0.1000, 40.0157, -105.2793, 105.7019, 16.6032, 13.3975, 6.7698, 4.0681, 4.2630
10, 8, 0.1500, 40.0157, -105.2793, 95.1102, 17.1209, 12.7987, 6.7633, 4.6316, 4.8230
10, 8, 0.2000, 40.0157, -105.2793, 87.4898, 17.2419, 12.2350, 6.6649, 4.9890, 5.1416
10, 8, 0.2500, 40.0157, -105.2793, 81.5526, 17.2094, 11.7574, 6.5421, 5.2321, 5.3319
10, 8, 0.3000, 40.0157, -105.2793, 76.7044, 17.1075, 11.3567, 6.4157, 5.4046, 5.4463
10, 8, 0.3500, 40.0157, -105.2793, 72.6208, 16.9723, 11.0183, 6.2929, 5.5302, 5.5123
10, 8, 0.4000, 40.0157, -105.2793, 69.1047, 16.8210, 10.7296, 6.1765, 5.6229, 5.5461
10, 8, 0.5000, 40.0157, -105.2793, 63.2991, 16.5025, 10.2640, 5.9651, 5.7428, 5.5532
10, 8, 0.6000, 40.0157, -105.2793, 58.6514, 16.1861, 9.9058, 5.7808, 5.8068, 5.5131
10, 8, 0.7000, 40.0157, -105.2793, 54.8157, 15.8826, 9.6222, 5.6201, 5.8363, 5.4475
10, 8, 0.8000, 40.0157, -105.2793, 51.5827, 15.5953, 9.3926, 5.4794, 5.8433, 5.3679
10, 8, 0.9000, 40.0157, -105.2793, 48.8155, 15.3244, 9.2034, 5.3556, 5.8351, 5.2809
10, 8, 1.0000, 40.0157, -105.2793, 46.4194, 15.0692, 9.0450, 5.2461, 5.8163, 5.1903
10, 8, 1.5000, 40.0157, -105.2793, 38.1213, 13.9898, 8.5332, 4.8539, 5.6452, 4.7412
10, 8, 2.0000, 40.0157, -105.2793, 33.4436, 13.1493, 8.2585, 4.6262, 5.4323, 4.3450
10, 8, 2.5000, 40.0157, -105.2793, 30.7385, 12.4677, 8.0866, 4.4945, 5.2189, 4.0088
10, 8, 3.0000, 40.0157, -105.2793, 29.2351, 11.8978, 7.9650, 4.4246, 5.0161, 3.7243
10, 8, 3.5000, 40.0157, -105.2793, 28.5061, 11.4106, 7.8694, 4.3969, 4.8267, 3.4828
10, 8, 4.0000, 40.0157, -105.2793, 28.2895, 10.9868, 7.7876, 4.3995, 4.6506, 3.2767
10, 8, 5.0000, 40.0157, -105.2793, 28.7621, 10.2802, 7.6407, 4.4669, 4.3353, 2.9485
10, 8, 6.0000, 40.0157, -105.2793, 29.8213, 9.7095, 7.4979, 4.5884, 4.0619, 2.7054
10, 8, 7.0000, 40.0157, -105.2793, 31.0402, 9.2351, 7.3501, 4.7438, 3.8228, 2.5254
10, 8, 8.0000, 40.0157, -105.2793, 32.1851, 8.8325, 7.1944, 4.9215, 3.6121, 2.3937
10, 8, 9.0000, 40.0157, -105.2793, 33.1251, 8.4853, 7.0303, 5.1141, 3.4248, 2.3001
10, 8, 10.0000, 40.0157, -105.2793, 33.7871, 8.1819, 6.8581, 5.3169, 3.2575, 2.2371
10, 8, 15.0000, 40.0157, -105.2793, 32.2091, 7.0939, 5.9044, 5.3169, 2.6334, 2.2244
10, 8, 20.0000, 40.0157, -105.2793, 23.1589, 6.4164, 4.8605, 5.3169, 2.2359, 2.5028
10, 8, 25.0000, 40.0157, -105.2793, 8.7828, 6.4164, 4.8605, 5.3169, 2.2359, 2.5028
10, 8, 30.0000, 40.0157, -105.2793, -8.5318, 6.4164, 4.8605, 5.3169, 2.2359, 2.5028
