month,hour,freq,latitude,longitude,FaA,DuA,DlA,sigmaFaA,sigmaDuA,sigmaDlA
1, 16, 0.0100, 40.0157, -105.2793, 155.8208, 2.4976, 2.8011, 2.1542, 0.5293, 1.4149
1, 16, 0.0150, 40.0157, -105.2793, 147.8230, 5.4719, 5.2259, 3.1401, 1.4531, 1.2834
1, 16, 0.0200, 40.0157, -105.2793, 141.9638, 7.2692, 6.5738, 3.7322, 2.0515, 1.3445
1, 16, 0.0250, 40.0157, -105.2793, 137.3281, 8.4888, 7.4344, 4.1214, 2.4761, 1.4503
1, 16, 0.0300, 40.0157, -105.2793, 133.4893, 9.3764, 8.0310, 4.3947, 2.7945, 1.5650
1, 16, 0.0350, 40.0157, -105.2793, 130.2125, 10.0533, 8.4680, 4.5959, 3.0425, 1.6778
1, 16, 0.0400, 40.0157, -105.2793, 127.3539, 10.5874, 8.8011, 4.7493, 3.2410, 1.7851
1, 16, 0.0500, 40.0157, -105.2793, 122.5433, 11.3761, 9.2729, 4.9653, 3.5378, 1.9806
1, 16, 0.0600, 40.0157, -105.2793, 118.5897, 11.9291, 9.5884, 5.1075, 3.7471, 2.1518
1, 16, 0.0700, 40.0157, -105.2793, 115.2377, 12.3360, 9.8121, 5.2058, 3.9004, 2.3021
1, 16, 0.0800, 40.0157, -105.2793, 112.3318, 12.6459, 9.9775, 5.2760, 4.0156, 2.4349
1, 16, 0.0900, 40.0157, -105.2793, 109.7705, 12.8879, 10.1035, 5.3272, 4.1037, 2.5530
1, 16, 0.1000, 40.0157, -105.2793, 107.4833, 13.0803, 10.2021, 5.3650, 4.1718, 2.6587
1, 16, 0.1500, 40.0157, -105.2793, 98.7620, 13.6252, 10.4752, 5.4466, 4.3421, 3.0541
1, 16, 0.2000, 40.0157, -105.2793, 92.7139, 13.8406, 10.5879, 5.4496, 4.3783, 3.3099
1, 16, 0.2500, 40.0157, -105.2793, 88.1474, 13.9204, 10.6400, 5.4241, 4.3617, 3.4856
1, 16, 0.3000, 40.0157, -105.2793, 84.5211, 13.9337, 10.6638, 5.3867, 4.3214, 3.6106
1, 16, 0.3500, 40.0157, -105.2793, 81.5423, 13.9111, 10.6726, 5.3443, 4.2701, 3.7015
1, 16, 0.4000, 40.0157, -105.2793, 79.0352, 13.8678, 10.6725, 5.3000, 4.2140, 3.7683
1, 16, 0.5000, 40.0157, -105.2793, 75.0158, 13.7492, 10.6575, 5.2118, 4.0987, 3.8535
1, 16, 0.6000, 40.0157, -105.2793, 71.9068, 13.6120, 10.6319, 5.1278, 3.9873, 3.8975
1, 16, 0.7000, 40.0157, -105.2793, 69.4121, 13.4693, 10.6007, 5.0497, 3.8834, 3.9162
1, 16, 0.8000, 40.0157, -105.2793, 67.3557, 13.3269, 10.5661, 4.9775, 3.7875, 3.9185
1, 16, 0.9000, 40.0157, -105.2793, 65.6254, 13.1874, 10.5293, 4.9110, 3.6995, 3.9100
1, 16, 1.0000, 40.0157, -105.2793, 64.1451, 13.0519, 10.4910, 4.8497, 3.6189, 3.8941
1, 16, 1.5000, 40.0157, -105.2793, 59.0432, 12.4398, 10.2869, 4.6042, 3.3044, 3.7634
1, 16, 2.0000, 40.0157, -105.2793, 55.9578, 11.9219, 10.0729, 4.4299, 3.0938, 3.6102
1, 16, 2.5000, 40.0157, -105.2793, 53.8112, 11.4736, 9.8554, 4.3001, 2.9496, 3.4625
1, 16, 3.0000, 40.0157, -105.2793, 52.1678, 11.0771, 9.6370, 4.2002, 2.8505, 3.3263
1, 16, 3.5000, 40.0157, -105.2793, 50.8184, 10.7205, 9.4190, 4.1213, 2.7836, 3.2023
1, 16, 4.0000, 40.0157, -105.2793, 49.6518, 10.3953, 9.2023, 4.0577, 2.7408, 3.0897
1, 16, 5.0000, 40.0157, -105.2793, 47.6394, 9.8175, 8.7747, 3.9632, 2.7063, 2.8936
1, 16, 6.0000, 40.0157, -105.2793, 45.8684, 9.3121, 8.3562, 3.8983, 2.7187, 2.7289
1, 16, 7.0000, 40.0157, -105.2793, 44.2324, 8.8604, 7.9474, 3.8533, 2.7623, 2.5887
1, 16, 8.0000, 40.0157, -105.2793, 42.6777, 8.4503, 7.5482, 3.8226, 2.8278, 2.4678
1, 16, 9.0000, 40.0157, -105.2793, 41.1683, 8.0735, 7.1585, 3.8026, 2.9089, 2.3625
1, 16, 10.0000, 40.0157, -105.2793, 39.6743, 7.7238, 6.7777, 3.7911, 3.0016, 2.2701
1, 16, 15.0000, 40.0157, -105.2793, 31.6544, 6.2603, 4.9948, 3.7911, 3.5616, 1.9424
1, 16, 20.0000, 40.0157, -105.2793, 21.7736, 5.0969, 3.3787, 3.7911, 4.1885, 1.7574
1, 16, 25.0000, 40.0157, -105.2793, 9.9656, 5.0969, 3.3787, 3.7911, 4.1885, 1.7574
1, 16, 30.0000, 40.0157, -105.2793, -3.3069, 5.0969, 3.3787, 3.7911, 4.1885, 1.7574
