month,hour,freq,latitude,longitude,FaA,DuA,DlA,sigmaFaA,sigmaDuA,sigmaDlA
4, 20, 0.0100, 40.0157, -105.2793, 160.6601, 4.3847, 3.8427, 2.4576, 2.3883, 2.1519
4, 20, 0.0150, 40.0157, -105.2793, 154.4861, 5.5141, 5.3190, 3.0702, 2.4347, 2.5237
4, 20, 0.0200, 40.0157, -105.2793, 149.8441, 6.3261, 6.2142, 3.4160, 2.5142, 2.7535
4, 20, 0.0250, 40.0157, -105.2793, 146.0993, 6.9391, 6.8225, 3.6365, 2.5919, 2.9112
4, 20, 0.0300, 40.0157, -105.2793, 142.9502, 7.4205, 7.2657, 3.7878, 2.6613, 3.0261
4, 20, 0.0350, 40.0157, -105.2793, 140.2281, 7.8098, 7.6039, 3.8967, 2.7218, 3.1132
4, 20, 0.0400, 40.0157, -105.2793, 137.8285, 8.1318, 7.8708, 3.9778, 2.7743, 3.1811
4, 20, 0.0500, 40.0157, -105.2793, 133.7386, 8.6343, 8.2654, 4.0877, 2.8596, 3.2787
4, 20, 0.0600, 40.0157, -105.2793, 130.3305, 9.0083, 8.5423, 4.1555, 2.9247, 3.3436
4, 20, 0.0700, 40.0157, -105.2793, 127.4088, 9.2968, 8.7462, 4.1988, 2.9750, 3.3879
4, 20, 0.0800, 40.0157, -105.2793, 124.8528, 9.5251, 8.9014, 4.2267, 3.0143, 3.4185
4, 20, 0.0900, 40.0157, -105.2793, 122.5823, 9.7092, 9.0224, 4.2444, 3.0452, 3.4395
4, 20, 0.1000, 40.0157, -105.2793, 120.5412, 9.8598, 9.1186, 4.2552, 3.0695, 3.4536
4, 20, 0.1500, 40.0157, -105.2793, 112.6427, 10.3108, 9.3881, 4.2573, 3.1304, 3.4670
4, 20, 0.2000, 40.0157, -105.2793, 107.0578, 10.5036, 9.4896, 4.2274, 3.1392, 3.4386
4, 20, 0.2500, 40.0157, -105.2793, 102.7804, 10.5797, 9.5209, 4.1904, 3.1253, 3.3962
4, 20, 0.3000, 40.0157, -105.2793, 99.3438, 10.5943, 9.5175, 4.1530, 3.1004, 3.3493
4, 20, 0.3500, 40.0157, -105.2793, 96.4919, 10.5738, 9.4950, 4.1174, 3.0701, 3.3016
4, 20, 0.4000, 40.0157, -105.2793, 94.0693, 10.5320, 9.4614, 4.0843, 3.0372, 3.2547
4, 20, 0.5000, 40.0157, -105.2793, 90.1368, 10.4139, 9.3772, 4.0256, 2.9694, 3.1659
4, 20, 0.6000, 40.0157, -105.2793, 87.0464, 10.2740, 9.2829, 3.9758, 2.9030, 3.0846
4, 20, 0.7000, 40.0157, -105.2793, 84.5289, 10.1268, 9.1859, 3.9334, 2.8402, 3.0106
4, 20, 0.8000, 40.0157, -105.2793, 82.4232, 9.9790, 9.0893, 3.8970, 2.7813, 2.9432
4, 20, 0.9000, 40.0157, -105.2793, 80.6257, 9.8338, 8.9947, 3.8655, 2.7267, 2.8816
4, 20, 1.0000, 40.0157, -105.2793, 79.0659, 9.6927, 8.9027, 3.8380, 2.6759, 2.8251
4, 20, 1.5000, 40.0157, -105.2793, 73.4752, 9.0634, 8.4855, 3.7426, 2.4715, 2.5995
4, 20, 2.0000, 40.0157, -105.2793, 69.8487, 8.5503, 8.1309, 3.6892, 2.3276, 2.4376
4, 20, 2.5000, 40.0157, -105.2793, 67.1549, 8.1272, 7.8238, 3.6586, 2.2243, 2.3152
4, 20, 3.0000, 40.0157, -105.2793, 64.9698, 7.7725, 7.5527, 3.6419, 2.1494, 2.2192
4, 20, 3.5000, 40.0157, -105.2793, 63.0865, 7.4710, 7.3097, 3.6343, 2.0953, 2.1422
4, 20, 4.0000, 40.0157, -105.2793, 61.3935, 7.2118, 7.0892, 3.6330, 2.0570, 2.0793
4, 20, 5.0000, 40.0157, -105.2793, 58.3456, 6.7900, 6.7003, 3.6427, 2.0150, 1.9840
4, 20, 6.0000, 40.0157, -105.2793, 55.5546, 6.4640, 6.3638, 3.6625, 2.0054, 1.9171
4, 20, 7.0000, 40.0157, -105.2793, 52.9093, 6.2074, 6.0664, 3.6883, 2.0179, 1.8698
4, 20, 8.0000, 40.0157, -105.2793, 50.3586, 6.0034, 5.7992, 3.7178, 2.0462, 1.8366
4, 20, 9.0000, 40.0157, -105.2793, 47.8761, 5.8403, 5.5562, 3.7498, 2.0861, 1.8142
4, 20, 10.0000, 40.0157, -105.2793, 45.4455, 5.7097, 5.3329, 3.7833, 2.1349, 1.8000
4, 20, 15.0000, 40.0157, -105.2793, 33.7516, 5.3753, 4.4212, 3.7833, 2.4546, 1.8070
4, 20, 20.0000, 40.0157, -105.2793, 22.2960, 5.3422, 3.7218, 3.7833, 2.8320, 1.8850
4, 20, 25.0000, 40.0157, -105.2793, 10.6224, 5.3422, 3.7218, 3.7833, 2.8320, 1.8850
4, 20, 30.0000, 40.0157, -105.2793, -1.5732, 5.3422, 3.7218, 3.7833, 2.8320, 1.8850
