month,hour,freq,latitude,longitude,FaA,DuA,DlA,sigmaFaA,sigmaDuA,sigmaDlA
7, 20, 0.0100, 40.0157, -105.2793, 163.9017, 4.7007, 3.9480, 3.1067, 1.2152, 1.3417
7, 20, 0.0150, 40.0157, -105.2793, 158.4918, 4.4845, 4.2907, 3.0745, 1.0843, 1.5058
7, 20, 0.0200, 40.0157, -105.2793, 154.3838, 4.6787, 4.6540, 3.1315, 1.1479, 1.6303
7, 20, 0.0250, 40.0157, -105.2793, 151.0453, 4.9737, 4.9823, 3.2128, 1.2626, 1.7268
7, 20, 0.0300, 40.0157, -105.2793, 148.2215, 5.2843, 5.2709, 3.2991, 1.3881, 1.8040
7, 20, 0.0350, 40.0157, -105.2793, 145.7687, 5.5831, 5.5240, 3.3838, 1.5109, 1.8673
7, 20, 0.0400, 40.0157, -105.2793, 143.5975, 5.8615, 5.7469, 3.4643, 1.6263, 1.9204
7, 20, 0.0500, 40.0157, -105.2793, 139.8777, 6.3522, 6.1209, 3.6108, 1.8311, 2.0044
7, 20, 0.0600, 40.0157, -105.2793, 136.7594, 6.7631, 6.4219, 3.7384, 2.0032, 2.0682
7, 20, 0.0700, 40.0157, -105.2793, 134.0727, 7.1084, 6.6693, 3.8498, 2.1481, 2.1183
7, 20, 0.0800, 40.0157, -105.2793, 131.7118, 7.4009, 6.8761, 3.9476, 2.2706, 2.1587
7, 20, 0.0900, 40.0157, -105.2793, 129.6062, 7.6506, 7.0514, 4.0341, 2.3751, 2.1917
7, 20, 0.1000, 40.0157, -105.2793, 127.7065, 7.8653, 7.2015, 4.1110, 2.4648, 2.2192
7, 20, 0.1500, 40.0157, -105.2793, 120.2887, 8.5891, 7.7079, 4.3954, 2.7639, 2.3051
7, 20, 0.2000, 40.0157, -105.2793, 114.9722, 8.9762, 7.9850, 4.5772, 2.9199, 2.3459
7, 20, 0.2500, 40.0157, -105.2793, 110.8533, 9.1905, 8.1457, 4.7017, 3.0029, 2.3652
7, 20, 0.3000, 40.0157, -105.2793, 107.5096, 9.3051, 8.2390, 4.7907, 3.0442, 2.3728
7, 20, 0.3500, 40.0157, -105.2793, 104.7081, 9.3581, 8.2901, 4.8559, 3.0600, 2.3734
7, 20, 0.4000, 40.0157, -105.2793, 102.3069, 9.3708, 8.3133, 4.9044, 3.0594, 2.3697
7, 20, 0.5000, 40.0157, -105.2793, 98.3607, 9.3230, 8.3078, 4.9680, 3.0292, 2.3545
7, 20, 0.6000, 40.0157, -105.2793, 95.2103, 9.2208, 8.2619, 5.0028, 2.9782, 2.3342
7, 20, 0.7000, 40.0157, -105.2793, 92.6062, 9.0914, 8.1944, 5.0196, 2.9177, 2.3114
7, 20, 0.8000, 40.0157, -105.2793, 90.3978, 8.9488, 8.1150, 5.0246, 2.8532, 2.2879
7, 20, 0.9000, 40.0157, -105.2793, 88.4879, 8.8006, 8.0292, 5.0213, 2.7877, 2.2643
7, 20, 1.0000, 40.0157, -105.2793, 86.8100, 8.6513, 7.9403, 5.0123, 2.7229, 2.2410
7, 20, 1.5000, 40.0157, -105.2793, 80.6098, 7.9469, 7.4987, 4.9219, 2.4288, 2.1346
7, 20, 2.0000, 40.0157, -105.2793, 76.4084, 7.3509, 7.1013, 4.8028, 2.1928, 2.0460
7, 20, 2.5000, 40.0157, -105.2793, 73.1985, 6.8566, 6.7550, 4.6781, 2.0064, 1.9724
7, 20, 3.0000, 40.0157, -105.2793, 70.5556, 6.4456, 6.4533, 4.5551, 1.8588, 1.9105
7, 20, 3.5000, 40.0157, -105.2793, 68.2664, 6.1019, 6.1890, 4.4363, 1.7417, 1.8579
7, 20, 4.0000, 40.0157, -105.2793, 66.2117, 5.8131, 5.9557, 4.3226, 1.6490, 1.8126
7, 20, 5.0000, 40.0157, -105.2793, 62.5458, 5.3637, 5.5637, 4.1105, 1.5192, 1.7390
7, 20, 6.0000, 40.0157, -105.2793, 59.2422, 5.0436, 5.2481, 3.9177, 1.4442, 1.6824
7, 20, 7.0000, 40.0157, -105.2793, 56.1619, 4.8187, 4.9900, 3.7420, 1.4084, 1.6380
7, 20, 8.0000, 40.0157, -105.2793, 53.2383, 4.6662, 4.7764, 3.5814, 1.4019, 1.6028
7, 20, 9.0000, 40.0157, -105.2793, 50.4368, 4.5706, 4.5982, 3.4342, 1.4178, 1.5748
7, 20, 10.0000, 40.0157, -105.2793, 47.7372, 4.5203, 4.4487, 3.2989, 1.4512, 1.5525
7, 20, 15.0000, 40.0157, -105.2793, 35.3655, 4.7131, 3.9901, 3.2989, 1.7838, 1.4965
7, 20, 20.0000, 40.0157, -105.2793, 24.0777, 5.3225, 3.8154, 3.2989, 2.2620, 1.4922
7, 20, 25.0000, 40.0157, -105.2793, 12.9849, 5.3225, 3.8154, 3.2989, 2.2620, 1.4922
7, 20, 30.0000, 40.0157, -105.2793, 1.3808, 5.3225, 3.8154, 3.2989, 2.2620, 1.4922
