  1,84,08,11,10, 9,11,16,21,27,33,31,30,29,29,28,28,25,26,31,32,34,35,36,22,17,14
  1,84,09, 7, 7, 4, 5,10,17,23,25,31,29,29,29,29,30,31,32,33,34,36,26,19,14,10, 8
  1,84,10, 8, 9, 5, 2, 6,17,29,34,33,32,32,31,32,33,34,35,35,29,22,16,11, 9, 8, 8
  1,84,11, 6, 7, 5, 0,-1, 9,22,35,35,33,34,33,33,34,35,29,18,12, 8, 5, 3, 4, 5, 5
  1,85,03, 4, 5, 3, 1, 4,13,21,25,32,31,31,31,31,32,33,34,34,28,23,17,12, 9, 6, 5
  1,85,04, 5, 5, 4, 7,12,17,21,21,24,29,30,29,29,30,29,29,32,34,35,26,19,12, 8, 6
  1,85,05,10,10,10,13,17,21,23,24,26,25,25,23,22,22,23,25,30,33,35,36,31,22,16,13
  1,85,06,14,13,13,15,19,22,25,27,28,26,23,21,20,19,19,20,23,32,33,35,36,27,22,17
  1,85,10, 5, 6, 3,-1, 3,14,24,31,34,32,33,32,32,34,34,36,27,23,18,13, 8, 6, 5, 5
  1,85,11, 5, 6, 4,-1,-2, 7,20,27,35,34,34,34,34,35,33,22,13, 8, 5, 3, 1, 2, 3, 4
  2,80,01,37,31, 2,-6,-12,-17,-20,-19,-16,-11,-4, 7,32,36,36,36,36,37,37,37,37,37,37,37
  2,80,10,34,10,-3,-11,-18,-23,-24,-22,-18,-10,-2,11,34,36,36,36,37,37,37,37,37,37,37,37
  2,80,11,36,27,-1,-8,-14,-18,-19,-18,-14,-8,-0,27,36,36,36,37,37,37,37,37,37,37,37,37
  3,80,01,-12,-21,-28,-29,-26,-18,-8, 3,30,35,35,35,35,34,34,34,34,34,34,34,35,36,14,-0
  3,80,04,-27,-36,-42,-43,-39,-31,-19,-6, 8,20,35,34,34,34,35,35,34,34,34,35,26,12,-1,-15
  3,80,07,-29,-38,-43,-44,-41,-34,-25,-13,-1,11,23,35,35,35,35,35,35,35,35,34,16, 6,-6,-18
  3,80,10,-18,-26,-31,-30,-25,-16,-4, 8,22,35,35,35,35,35,35,35,35,35,35,35,34,20, 7,-6
  3,81,01,-9,-19,-24,-26,-23,-16,-6, 5,31,35,35,35,35,35,35,35,35,35,34,35,35,37,16, 1
  3,81,04,-24,-33,-39,-39,-36,-28,-17,-4, 9,21,35,35,35,35,35,35,35,35,35,35,27,12, 0,-13
  3,81,07,-27,-35,-40,-41,-38,-32,-23,-11, 1,11,23,35,35,35,35,35,35,35,35,34,16, 7,-5,-17
  3,81,10,-17,-25,-29,-29,-24,-15,-3, 9,23,35,35,35,35,35,35,35,35,35,35,35,34,20, 7,-5
  3,82,01,-9,-18,-24,-25,-22,-15,-6, 5,31,35,35,35,35,35,35,35,35,35,34,35,35,37,16, 1
  3,82,04,-21,-30,-35,-36,-32,-25,-14,-2,10,21,35,35,35,35,35,35,35,35,35,35,28,13, 2,-10
  3,82,07,-23,-30,-35,-36,-33,-27,-19,-8, 3,13,24,35,35,35,35,36,36,36,36,35,18, 9,-2,-13
  3,82,10,-10,-18,-21,-21,-17,-9, 1,12,25,36,36,36,36,36,36,36,36,36,36,36,34,22,10,-0
  3,83,01,-4,-12,-17,-18,-15,-9,-1, 8,32,36,36,36,35,35,35,35,36,35,35,36,36,37,18, 5
  3,83,04,-14,-22,-26,-27,-24,-17,-8, 2,13,24,36,36,35,35,36,36,36,36,36,36,29,15, 6,-5
  3,83,07,-14,-20,-24,-25,-23,-18,-11,-2, 7,16,33,36,36,36,36,36,36,36,37,36,27,12, 3,-6
  3,83,10,-6,-13,-16,-16,-12,-5, 4,13,26,37,36,36,36,36,36,36,36,36,36,37,34,24,12, 3
  3,84,01,-0,-7,-11,-12,-10,-5, 3,10,33,37,36,36,36,36,36,36,36,36,36,36,36,38,21, 7
  3,84,04,-9,-15,-19,-20,-17,-11,-3, 6,15,25,37,36,36,36,36,36,36,36,37,37,29,17, 9,-1
  3,84,07,-10,-16,-19,-20,-18,-13,-7, 1,10,17,33,37,37,37,37,37,37,37,37,36,29,14, 6,-3
  3,84,10,-0,-6,-9,-8,-5, 1, 8,16,34,37,37,37,37,37,37,37,37,37,37,37,38,26,15, 7
  4,80,01,23,17,-6,-8,15,19,24,30,35,37,37,29,23,22,22,23,25,21,14,14,31,37,34,29
  4,80,04,-9,-15,-19,-19,-17,-11,-2,23,29,34,36,36,36,36,36,36,36,36,36,36,35,32,26, 2
  4,80,07,10, 4, 0,-1, 1, 6,13,20,26,31,34,36,36,36,36,36,36,36,36,36,33,29,23,16
  4,80,10, 0,-7,-11,-11,-6, 2,25,31,35,37,37,37,36,36,36,36,36,36,36,37,37,35,30,24
  4,81,01,24,19,16,15,17,20,26,31,35,37,37,28,23,21,21,23,24,20,15,14,28,37,35,30
  4,81,04,-6,-13,-17,-17,-14,-9, 0,24,30,34,36,36,36,36,36,36,36,36,36,36,36,32,26, 4
  4,81,07,11, 6, 2, 1, 3, 8,14,20,26,31,35,36,36,36,36,36,36,36,36,36,34,29,24,18
  4,81,10, 1,-6,-10,-10,-5, 3,25,31,35,37,37,37,37,37,37,37,36,36,37,37,37,35,30,24
  4,82,01,24,19,16,15,17,21,26,31,35,37,36,27,23,21,21,23,24,20,15,14,28,37,35,30
  4,82,04,-3,-11,-14,-14,-12,-6,19,25,31,35,37,36,36,36,36,36,36,36,36,37,36,33,27,21
  4,82,07,14, 9, 6, 5, 7,11,16,22,28,32,35,37,36,36,37,37,37,37,37,37,34,30,25,20
  4,82,10,22,18,16,16,18,22,28,32,36,38,37,37,37,37,37,37,37,37,37,38,38,36,32,27
  4,83,01,26,22,20,19,20,24,28,32,36,37,36,25,22,20,20,21,22,20,15,14,24,38,35,31
  4,83,04,19,15,13,12,14,18,22,28,32,36,37,37,37,36,37,37,37,37,37,37,37,34,29,24
  4,83,07,19,16,13,13,14,17,21,26,30,33,36,37,37,37,37,37,37,37,37,37,35,32,28,23
  4,83,10,24,20,18,19,21,24,29,33,37,38,38,37,37,37,37,37,37,37,37,38,38,37,33,28
  5,70,01,-3,-11,-16,-18,-15,-9,-0, 9,31,35,35,35,35,35,35,35,35,35,35,35,35,37,18, 6
  5,70,04,-17,-24,-29,-30,-27,-20,-10, 1,12,23,35,35,35,35,35,35,35,35,35,35,29,16, 5,-6
  5,70,07,-19,-26,-30,-31,-28,-23,-15,-5, 5,15,25,35,35,35,35,35,35,35,36,35,19,11, 1,-10
  5,70,10,-8,-15,-19,-18,-14,-7, 3,13,25,36,36,35,35,35,35,35,35,36,36,36,35,23,12, 2
  5,71,01,-0,-8,-12,-13,-11,-6, 2,11,32,36,36,35,35,35,35,35,35,35,35,35,36,37,20, 8
  5,71,04,-11,-17,-21,-22,-19,-13,-5, 5,15,24,36,36,35,35,35,35,36,36,36,36,30,17, 8,-2
  5,71,07,-12,-18,-22,-23,-21,-16,-9,-0, 9,17,26,36,36,36,36,36,36,36,36,36,21,13, 5,-4
  5,71,10,-4,-11,-14,-14,-10,-3, 6,15,26,36,36,36,36,36,36,36,36,36,36,36,35,24,14, 5
  5,72,01, 1,-6,-11,-12,-10,-4, 3,11,32,36,36,36,35,35,35,35,36,36,36,36,36,37,20, 9
  5,72,04,-11,-18,-22,-23,-20,-14,-5, 5,14,24,36,36,35,35,35,35,35,36,36,36,30,17, 8,-2
  5,72,07,-13,-19,-22,-23,-21,-16,-9,-1, 8,17,26,36,36,36,36,36,36,36,36,36,21,13, 4,-5
  5,72,10,-4,-10,-13,-13,-9,-2, 6,15,26,36,36,36,36,36,36,36,36,36,36,36,38,25,14, 5
  5,73,01, 3,-3,-8,-9,-7,-2, 5,13,33,36,36,36,36,36,36,36,36,36,36,36,36,38,22,10
  5,73,04,-6,-12,-16,-16,-14,-9,-1, 8,16,26,36,36,36,36,36,36,36,36,36,37,30,19,11, 2
  5,73,07,-7,-13,-16,-17,-15,-11,-4, 3,11,18,27,36,36,36,36,36,37,37,37,36,28,15, 8,-0
  5,73,10, 1,-5,-8,-7,-4, 2, 9,17,28,37,37,36,36,36,36,36,36,36,37,37,38,26,16, 8
  5,74,01, 5,-1,-4,-5,-4, 1, 7,14,33,37,36,36,36,36,36,36,36,36,36,36,37,38,23,12
  5,74,04,-4,-10,-14,-14,-12,-7, 0, 9,17,26,37,36,36,36,36,36,36,36,36,37,30,20,12, 3
  5,74,07,-7,-12,-15,-16,-14,-10,-4, 4,12,19,27,37,36,36,36,36,37,37,37,36,29,16, 8, 0
  5,74,10, 1,-4,-7,-7,-4, 2,10,17,28,37,37,36,36,36,36,36,36,37,37,37,38,26,16, 9
  5,75,01, 6, 1,-3,-4,-2, 2, 8,15,34,37,37,36,36,36,36,36,36,36,37,37,37,38,30,13
  5,75,04,-2,-7,-11,-11,-9,-4, 3,10,18,27,37,36,36,36,36,36,36,37,37,37,36,21,13, 5
  5,75,07,-3,-8,-11,-11,-10,-6,-0, 6,13,20,28,37,37,37,37,37,37,37,37,37,30,17,10, 3
  5,75,10, 3,-2,-4,-4,-1, 4,11,18,34,37,37,36,36,36,37,37,37,37,37,37,38,27,17,10
  5,76,01, 7, 2,-1,-2,-1, 4, 9,16,34,37,37,36,36,36,36,36,36,37,37,37,37,38,31,13
  5,76,04,-1,-6,-9,-10,-8,-3, 4,11,18,27,37,37,36,36,36,36,36,37,37,37,36,21,14, 6
  5,76,07,-3,-7,-10,-11,-9,-6,-0, 7,14,20,34,37,37,37,37,37,37,37,37,37,30,17,11, 4
  5,76,10, 4,-1,-4,-4,-1, 4,11,18,34,37,37,36,36,36,37,37,37,37,37,37,38,27,17,10
  5,77,01, 7, 2,-2,-3,-1, 3, 9,15,34,37,37,36,36,36,36,36,36,37,37,37,37,38,30,13
  5,77,04,-2,-8,-11,-12,-9,-5, 2,10,18,27,37,36,36,36,36,36,36,36,37,37,36,20,13, 5
  5,77,07,-6,-11,-14,-15,-13,-9,-3, 4,12,19,28,37,37,36,36,37,37,37,37,36,29,16, 9, 1
  5,77,10,-1,-7,-10,-10,-6,-0, 8,16,27,37,36,36,36,36,36,36,36,36,36,37,38,25,15, 7
  6,70,01,24,20,17,16,17,21,26,31,36,37,36,29,24,22,22,23,24,21,16,14,26,37,35,30
  6,70,04,-1,-6,-9,-10,-8,-3, 5,25,31,35,37,36,36,36,36,36,36,36,36,37,36,33,27, 8
  6,70,07,13, 8, 5, 4, 5,10,15,22,27,32,35,36,36,36,36,37,37,37,37,37,34,30,25,19
  6,70,10,20,15,13,13,16, 8,26,32,36,37,37,37,37,37,37,37,37,37,37,37,38,36,31,26
  6,71,01,26,22,19,18,20,23,27,32,36,37,36,27,23,21,21,22,23,21,16,14,24,37,35,31
