ID,Y,M,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
6,76,4,28,26,24,25,27,32,34,38,42,44,42,40,40,40,35,40,40,42,36,38,40,38,36,30
6,76,7,25,24,22,24,25,28,33,37,41,43,46,46,46,45,45,46,45,42,42,40,39,36,33,28
6,76,10,18,16,17,19,21,24,26,29,30,25,29,27,26,22,22,27,28,30,25,23,30,28,25,22
6,77,1,19,16,18,18,18,19,22,23,23,19,18,16,15,14,15,18,18,18,16,15,13,24,23,19
6,77,4,16,14,13,13,18,22,28,30,33,35,33,35,33,32,31,33,33,34,30,32,32,28,27,20
6,77,7,15,13,12,12,15,20,26,30,35,38,39,40,38,39,38,39,37,35,33,32,33,31,23,18
6,77,10,15,12,13,14,18,23,28,32,34,31,31,30,26,25,28,32,31,34,32,28,32,27,26,19
7,80,1,99,99,99,99,99,99,99,29,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
7,80,2,99,99,99,99,99,99,99,27,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
7,80,10,99,99,99,99,99,99,99,33,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
7,80,11,99,99,99,99,99,99,99,28,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
8,80,7,36,36,34,28,15,11,8,5,0,-5,-7,-8,-8,-7,-3,0,6,9,15,26,34,36,36,36
8,80,10,41,42,43,42,41,38,29,11,7,3,0,3,4,7,13,26,34,38,39,41,41,42,43,42
8,81,1,36,36,34,36,35,33,34,29,7,-10,-11,-14,-12,-5,5,22,33,34,35,36,36,36,36,36
8,81,4,34,35,34,33,29,16,6,-1,-11,-17,-20,-23,-21,-17,-9,-1,4,15,31,34,36,36,35,36
8,81,7,36,36,34,29,14,8,4,-2,-5,-10,-12,-11,-12,-12,-9,-4,2,7,12,26,33,35,36,36
8,81,10,38,39,38,39,38,33,18,5,-4,-10,-11,-11,-10,-2,5,16,32,36,36,37,36,37,38,38
8,82,1,39,39,37,36,36,33,37,35,11,-2,-10,-8,-7,-2,8,29,36,39,41,40,40,40,40,40
8,82,4,41,41,41,40,35,26,21,10,7,1,-5,-7,-5,-1,4,8,15,28,38,41,42,41,41,41
8,82,7,49,49,47,38,29,16,11,5,2,-4,-6,-2,-4,-1,4,7,12,15,26,36,46,48,49,49
8,82,10,44,44,44,43,40,39,26,16,7,5,4,4,6,7,17,28,38,41,42,43,44,44,43,44
8,83,1,42,38,38,37,34,29,38,36,10,-3,-9,-11,-10,-3,11,34,40,40,42,40,41,40,40,40
8,83,4,42,40,37,38,37,26,20,18,9,3,1,0,2,6,11,17,25,34,40,44,44,43,43,41
8,83,7,38,38,36,25,16,11,9,6,4,2,-4,-6,-5,-2,2,5,9,14,19,29,39,39,39,38
8,83,10,38,37,37,37,34,29,21,14,12,9,7,7,9,11,15,21,34,37,37,38,39,39,38,38
8,84,1,30,30,24,22,21,18,24,27,11,2,-3,-4,-5,-3,9,26,32,31,32,28,29,30,30,30
8,84,4,36,36,35,34,30,23,17,13,8,3,1,-3,-3,1,6,13,19,28,35,36,38,38,36,36
8,84,7,38,35,34,24,16,13,10,9,5,3,1,0,-1,1,2,5,8,12,19,29,35,36,36,38
8,84,10,21,23,22,20,17,20,19,14,8,3,2,1,4,8,13,19,24,27,28,27,23,21,23,23
8,85,1,30,30,22,20,14,13,22,27,14,2,-5,-9,-5,1,14,24,30,27,25,23,25,27,29,31
8,85,4,25,24,23,21,24,23,21,18,11,8,6,7,8,10,13,18,22,27,31,32,33,34,29,27
8,85,7,35,32,30,26,20,16,13,10,8,4,1,0,0,0,5,8,11,17,24,30,35,35,35,35
8,85,10,31,32,32,29,23,27,25,17,14,10,9,10,13,15,18,26,31,32,34,35,32,32,32,32
9,80,7,44,43,41,40,37,31,26,20,17,14,12,12,12,14,16,19,24,31,37,40,43,44,44,43
9,80,10,44,43,43,41,37,40,39,33,25,21,20,19,20,23,31,37,40,44,44,44,44,44,44,43
9,82,1,21,19,16,14,12,7,19,34,25,16,11,7,10,16,22,30,34,36,37,34,27,22,24,22
9,82,4,40,40,39,37,38,37,31,24,19,16,14,12,11,15,19,24,31,38,41,42,43,42,41,41
9,82,7,52,51,48,45,42,36,27,24,22,18,16,16,18,18,23,26,30,38,45,47,52,54,53,52
9,82,10,41,38,35,32,29,38,40,36,30,25,24,24,24,29,36,41,42,44,45,45,44,42,42,42
9,84,1,10,8,8,6,6,4,6,29,24,19,17,15,16,19,23,29,35,32,14,10,11,11,11,11
9,84,4,23,22,20,14,18,28,27,23,20,17,15,14,13,15,18,23,29,32,36,39,37,37,29,26
9,84,7,29,25,19,13,26,22,19,17,15,15,13,12,10,10,12,14,18,22,31,34,38,35,34,27
9,84,10,9,7,9,7,6,4,25,26,25,22,21,20,21,24,27,30,32,34,29,23,16,12,10,9
9,85,1,3,3,2,2,-1,-2,3,25,24,22,20,19,19,22,25,28,25,9,7,3,5,5,5,5
9,85,4,3,1,2,2,4,21,24,21,17,15,13,14,14,17,20,22,25,24,25,27,22,14,7,3
9,85,7,15,12,9,10,23,22,21,19,16,16,14,14,14,15,17,20,23,26,29,31,36,36,29,18
9,85,10,6,6,5,4,1,7,25,26,23,21,20,19,21,23,25,28,29,31,33,28,17,10,8,7
10,80,7,30,18,12,12,28,34,34,33,30,28,25,24,25,25,27,31,33,35,36,37,38,37,37,35
10,80,10,20,18,16,15,10,10,38,39,38,36,36,37,37,38,38,40,41,41,41,38,28,23,22,21
10,82,1,13,10,10,7,0,-1,2,31,41,40,38,40,40,40,42,45,45,33,17,16,13,12,12,15
10,82,4,18,17,16,15,12,10,16,33,35,35,35,34,35,35,37,38,40,41,43,43,32,24,21,21
10,82,7,25,23,21,15,19,35,34,33,34,34,32,32,32,33,33,34,33,37,41,43,38,39,32,29
10,82,10,19,18,16,14,11,11,26,42,42,40,41,41,42,43,44,46,46,44,34,21,20,18,18,18
10,84,1,-1,-2,-2,-3,-7,-9,-6,4,27,31,32,33,33,36,33,24,16,8,3,-1,-3,0,0,0
10,84,4,7,6,3,0,-4,-4,1,7,17,31,31,32,32,33,34,36,37,39,38,29,13,10,9,7
10,84,7,3,1,0,-2,-4,1,17,27,25,25,25,24,24,25,24,18,9,16,19,18,16,8,7,5
10,84,10,-7,-5,-8,-8,-10,-8,-1,3,12,31,34,33,31,27,22,24,16,10,4,0,-4,-8,-7,-7
10,85,1,-12,-12,-11,-13,-15,-14,-13,-2,1,13,24,25,30,17,6,0,-2,-6,-12,-13,-14,-12,-12,-12
10,85,4,-12,-12,-12,-12,-13,-11,-6,-2,2,6,13,11,8,8,3,1,1,4,7,6,2,-2,-8,-9
10,85,7,-1,-5,-8,-9,-9,13,21,30,25,24,26,26,25,26,21,16,18,25,21,18,17,6,4,1
10,85,10,-8,-8,-7,-8,-9,-9,-3,2,6,26,28,32,33,31,25,13,7,7,9,3,-2,-6,-8,-7
11,80,7,8,6,5,4,5,7,5,5,21,24,21,20,19,14,6,7,15,11,11,13,12,12,11,9
11,80,10,6,4,2,1,-2,1,8,36,36,36,36,36,36,37,38,39,40,40,27,9,8,8,8,8
11,82,1,-8,-11,-12,-14,-17,-17,-8,4,32,32,32,31,32,33,34,32,9,3,-2,-8,-9,-9,-8,-7
11,82,4,6,3,3,1,-2,-2,2,2,3,6,24,23,27,35,37,37,40,42,30,13,8,7,8,7
11,82,7,13,9,8,4,6,10,20,8,29,20,12,16,26,10,12,9,9,14,19,22,17,17,15,14
11,82,10,5,2,1,0,-1,2,9,13,33,37,34,37,39,41,41,39,39,18,13,8,8,6,5,5
11,84,1,-15,-14,-14,-14,-15,-15,-10,1,5,5,5,6,6,7,6,7,6,0,-7,-14,-15,-17,-15,-15
11,84,4,-6,-7,-8,-8,-9,-8,-6,-6,-4,-3,-2,0,0,3,6,7,7,12,12,11,6,2,-1,-4
11,84,7,-3,-4,-6,-7,-8,-6,-2,1,21,19,11,14,2,5,-1,-3,1,4,6,6,8,5,1,0
11,84,10,-16,-16,-15,-15,-16,-14,-9,-4,-2,1,5,3,-1,2,2,3,2,-1,-5,-9,-14,-15,-16,-16
11,85,1,-24,-23,-23,-23,-23,-24,-18,-10,-8,-9,-9,-9,-7,-9,-9,-8,-11,-16,-21,-25,-27,-26,-25,-25
11,85,4,-25,-25,-23,-23,-20,-15,-12,-10,-11,-12,-12,-11,-11,-9,-10,-8,-7,-4,-3,-7,-11,-15,-22,-25
11,85,7,-14,-15,-15,-15,-15,-12,-10,-6,-1,5,2,4,2,-9,-10,-12,-8,8,6,4,-2,-9,-10,-12
11,85,10,-20,-18,-18,-18,-18,-13,-10,-7,-5,-5,-2,1,0,0,1,-1,-2,-5,-7,-10,-15,-17,-21,-20
12,80,7,-4,-6,-7,-8,-9,-6,-4,-7,-9,-2,-6,-7,-7,-11,-13,-12,-9,-5,-1,0,-2,-2,-2,-3
12,80,10,-6,-7,-9,-11,-11,-6,4,8,22,33,37,36,34,35,36,34,11,9,7,3,0,-2,-5,-7
12,82,1,-20,-21,-20,-23,-23,-23,-13,-3,1,8,19,17,19,13,2,1,-2,-4,-10,-16,-22,-22,-20,-20
12,82,4,-10,-13,-13,-14,-12,-11,-8,-6,-6,-3,-1,-1,-1,0,4,5,7,8,6,4,-2,-5,-7,-9
12,82,7,-7,-8,-10,-13,-12,-10,-8,-10,-7,-10,-11,-13,-10,-13,-9,-9,-7,-5,-2,4,-2,-3,-5,-5
12,82,10,-9,-11,-12,-11,-12,-6,2,9,13,14,15,14,14,14,14,14,14,10,6,0,-5,-6,-9,-8
12,84,1,-22,-21,-21,-21,-20,-20,-14,-4,1,2,4,2,2,4,3,2,-2,-5,-14,-25,-25,-24,-24,-22
12,84,4,-20,-23,-23,-22,-19,-17,-13,-9,-7,-7,-6,-4,-4,-2,1,4,5,7,6,4,-3,-8,-17,-19
12,84,7,-14,-17,-17,-17,-17,-14,-11,-10,-6,-4,-10,-10,-11,-11,-10,-10,-7,-5,-2,-2,-2,-5,-10,-11
12,84,10,-21,-21,-21,-21,-21,-19,-13,-9,-8,-3,-1,-3,-4,-7,-5,-5,-3,-10,-13,-19,-21,-22,-21,-21
12,85,1,-26,-26,-25,-25,-26,-28,-23,-14,-11,-11,-11,-11,-11,-13,-13,-16,-21,-28,-29,-31,-29,-28,-28,-26
12,85,4,-28,-26,-26,-26,-25,-24,-21,-19,-16,-17,-16,-17,-17,-16,-14,-13,-10,-11,-11,-20,-23,-25,-28,-28
12,85,7,-24,-25,-24,-23,-22,-21,-17,-16,-16,-13,-16,-12,-14,-20,-20,-21,-19,-17,-11,-11,-14,-17,-23,-24
12,85,10,-26,-26,-26,-25,-25,-23,-19,-16,-13,-11,-9,-7,-9,-10,-10,-12,-13,-17,-19,-22,-26,-26,-26,-27
13,80,7,-12,-16,-16,-17,-16,-14,-11,-12,-14,-14,-14,-15,-16,-16,-17,-15,-12,-9,-6,-7,-7,-9,-9,-11
13,80,10,-17,-16,-19,-19,-20,-9,3,9,10,10,11,11,10,10,10,11,11,7,4,-1,-7,-12,-15,-17
13,82,1,-27,-29,-27,-28,-28,-24,-15,-6,-1,3,3,3,5,4,3,0,-4,-10,-17,-24,-29,-32,-29,-27
13,82,4,-22,-23,-24,-24,-22,-15,-14,-11,-10,-9,-6,-7,-4,-2,-1,0,1,1,0,-4,-11,-15,-17,-19
13,82,7,-17,-20,-20,-20,-18,-16,-14,-14,-13,-17,-16,-17,-14,-16,-14,-13,-12,-9,-7,-5,-11,-11,-12,-15
13,82,10,-16,-18,-16,-17,-16,-9,-1,4,7,9,9,9,10,10,10,11,10,6,0,-7,-12,-13,-17,-16
13,84,1,-27,-26,-26,-26,-26,-26,-24,-18,-11,-9,-10,-11,-9,-9,-11,-16,-21,-23,-29,-29,-29,-28,-28,-28
13,84,4,99,99,99,99,99,-23,-21,-19,-19,-18,-18,-18,-16,-14,-11,-7,-5,-5,-7,99,99,99,99,99
13,84,7,99,99,99,99,99,-25,-24,-22,-21,-19,-21,-22,-21,-22,-22,-24,-22,-21,-18,99,99,99,99,99
13,84,10,99,99,99,99,99,-23,-21,-20,-20,-15,-11,-15,-16,-16,-18,-15,-18,-21,99,99,99,99,99,99
13,85,1,99,99,99,99,99,-26,-24,-22,-20,-19,-19,-20,-20,-21,-22,-24,-26,99,99,99,99,99,99,99
13,85,4,99,99,99,99,-25,-26,-24,-24,-23,-23,-23,-24,-24,-24,-23,-23,-23,-22,-23,99,99,99,99,99
13,85,7,99,99,99,99,-23,-24,-22,-21,-21,-21,-21,-21,-23,-23,-23,-23,-23,-22,-21,99,99,99,99,99
13,85,10,99,99,99,99,99,-26,-24,-23,-20,-20,-18,-18,-18,-18,-15,-21,-23,-24,99,99,99,99,99,99
14,84,8,99,99,99,99,99,99,99,99,16,99,99,99,14,99,99,99,9,12,18,19,15,99,99,99
14,84,9,99,99,99,99,99,99,99,5,7,10,10,13,10,11,7,1,10,15,15,11,3,1,-2,99
14,84,10,1,2,-3,99,99,99,99,9,20,27,33,32,28,27,26,21,20,13,8,3,3,99,99,0
14,84,11,99,99,99,99,99,99,99,-2,6,17,24,25,24,26,16,1,99,99,99,99,99,99,99,99
14,85,3,10,10,6,99,99,99,11,13,17,25,30,32,26,19,19,17,18,19,22,21,18,13,10,8
14,85,4,99,99,99,99,99,99,99,99,99,99,12,19,17,99,99,99,99,99,99,99,99,99,99,99
14,85,5,99,99,99,99,99,99,9,20,24,24,25,26,23,21,23,15,99,99,24,23,26,13,8,99
14,85,6,99,99,99,99,99,99,27,27,25,24,24,26,24,22,24,99,99,99,23,24,23,17,99,99
14,85,10,7,8,3,1,0,0,3,7,11,20,99,99,39,32,31,28,17,14,14,13,10,4,2,3
14,85,11,99,99,99,99,99,99,99,99,10,21,99,99,31,27,28,18,7,99,99,99,99,99,99,99
15,84,8,99,99,99,99,99,99,99,31,30,26,25,25,28,30,33,36,37,40,42,44,41,99,99,99
15,84,9,99,99,99,99,99,99,27,26,28,26,26,28,28,31,32,35,39,38,36,38,99,99,99,99
15,84,10,99,99,99,99,99,99,30,38,35,33,32,32,34,36,38,40,40,39,33,24,23,99,99,99
15,84,11,99,99,99,99,99,99,27,37,32,29,30,31,30,32,35,29,29,38,40,36,32,99,99,99
15,85,4,99,99,99,99,99,99,99,99,33,99,31,28,30,31,33,36,39,42,44,42,99,99,99,99
15,85,5,99,99,99,99,99,27,35,34,30,99,26,99,25,27,28,31,99,99,41,99,99,99,99,99
15,85,6,99,99,99,99,99,13,33,30,28,26,24,23,23,24,25,28,99,99,38,40,99,99,99,99
15,85,10,99,99,99,99,99,99,32,41,40,39,99,99,38,39,40,42,44,45,45,40,99,99,99,99
15,85,11,99,99,99,99,99,99,28,34,40,39,99,99,38,39,40,42,41,40,41,41,99,99,99,99
16,82,7,21,20,24,23,25,26,21,18,13,11,10,8,9,13,18,21,23,27,27,30,30,29,27,24
16,82,10,27,25,23,22,18,25,36,37,34,34,33,34,36,37,38,40,41,40,36,26,23,24,27,27
16,83,1,19,17,19,18,15,11,13,37,33,32,29,29,31,32,37,40,36,16,14,14,16,17,19,19
16,83,4,16,17,14,12,13,27,33,33,32,31,29,29,31,34,36,38,37,38,38,32,20,19,18,18
16,83,7,26,22,23,27,32,32,29,28,26,24,24,24,23,25,27,32,34,36,37,37,37,36,33,29
17,82,7,-4,-7,-5,-8,-10,-10,-2,11,3,-2,-4,1,-6,-9,-8,-9,-5,-4,11,1,2,0,-3,-3
17,82,10,3,2,0,-2,-1,4,6,7,12,21,22,24,24,24,25,25,12,9,8,5,3,3,3,3
17,83,1,-12,-11,-9,-9,-9,-9,1,5,6,13,16,21,21,13,7,7,6,1,-7,-10,-13,-13,-13,-12
17,83,4,-12,-15,-17,-15,-7,-4,-3,-2,-2,-3,-3,-2,-2,-1,1,3,5,6,7,6,3,-2,-7,-8
17,83,7,3,2,0,0,-2,-1,0,3,17,18,4,3,-3,-4,-3,-2,2,4,5,7,8,6,5,4
18,82,7,-21,-23,-22,-25,-23,-22,-21,-20,-21,-22,-21,-22,-21,-22,-21,-21,-19,-17,-14,-15,-16,-18,-18,-20
